endpoint_id,score_full_q_mono_pn__pr__regime_1050,score_full_q_mono_pn__pr__regime_1225,score_full_q_mono_pn__pr__regime_1400,score_full_q_mono_pn__pr__regime_1401,score_full_q_mono_pn__pr__regime_1750,score_full_q_mono_pn__pr__regime_1925,score_full_q_mono_pn__pr__regime_1930,score_full_q_mono_pn__pr__regime_2125,score_full_q_mono_pn__pr__regime_2126,score_full_q_mono_pn__pr__regime_2127,score_full_q_mono_pn__pr__regime_2275,score_full_q_mono_pn__pr__regime_2450,score_full_q_mono_pn__pr__regime_2455,score_full_q_mono_pn__pr__regime_2460,score_full_q_mono_pn__pr__regime_2625,score_full_q_mono_pn__pr__regime_2626,score_full_q_mono_pn__pr__regime_2630,score_full_q_mono_pn__pr__regime_2635,score_full_q_mono_pn__pr__regime_525,score_full_q_mono_pn__pr__regime_700
nci_obs_000010,-8.194982528686523,-8.194982528686523,-7.527641773223877,-7.527561664581299,-7.527561664581299,-7.527561664581299,-10.781013488769531,-6.912204265594482,-6.911923885345459,-6.911923885345459,-6.911923885345459,-6.911923885345459,-9.369754791259766,-12.343770027160645,-6.911923885345459,-6.911923885345459,-9.369754791259766,-12.343770027160645,-8.943100929260254,-8.194993019104004
nci_obs_000011,-0.3725733160972595,-0.38109704852104187,-1.3414945602416992,-0.7260951399803162,-0.37226319313049316,-0.3791802227497101,-0.3792102038860321,-1.7176145315170288,-1.7035713195800781,-0.8435361385345459,-0.37183302640914917,-0.3727034330368042,-0.3727034330368042,-0.3727034330368042,-0.38913238048553467,-0.37255334854125977,-0.38913238048553467,-0.38913238048553467,-0.37899890542030334,-0.695988655090332
nci_obs_000012,-0.6011483073234558,-0.7117012143135071,-3.1947762966156006,-1.1453675031661987,-0.6120414137840271,-0.8307732939720154,-0.8373448252677917,-3.036362886428833,-1.4160860776901245,-0.7003316879272461,-0.591823399066925,-0.6313737630844116,-0.6313737630844116,-0.6706569194793701,-1.0279309749603271,-0.6266558766365051,-1.0279309749603271,-1.1147205829620361,-0.6461381912231445,-2.4473187923431396
nci_obs_000013,-3.6758363246917725,-3.675896167755127,-3.237185001373291,-3.2340900897979736,-3.234070062637329,-3.234149932861328,-5.61368989944458,-2.831047773361206,-2.8234472274780273,-2.8232271671295166,-2.8232271671295166,-2.823277235031128,-4.7324419021606445,-7.132160663604736,-2.823367118835449,-2.8232271671295166,-4.732531547546387,-7.132250785827637,-4.1018548011779785,-3.676896810531616
nci_obs_000014,-0.443508118391037,-0.8401564359664917,-0.9252564907073975,-0.8702588081359863,-0.48518437147140503,-0.8636633157730103,-1.2602531909942627,-0.7864732146263123,-0.652779757976532,-0.6264309883117676,-0.4042664170265198,-0.5577762722969055,-0.5577762722969055,-0.5577762722969055,-0.6232620477676392,-0.6220211982727051,-1.1543773412704468,-1.966338038444519,-0.6111512780189514,-1.2217621803283691
nci_obs_000015,-0.53094083070755,-0.6283481121063232,-1.4669864177703857,-1.4574671983718872,-0.539962112903595,-0.7378276586532593,-0.7378276586532593,-1.0950798988342285,-1.0690417289733887,-1.0671097040176392,-0.5233413577079773,-0.556843101978302,-0.556843101978302,-0.556843101978302,-0.931303083896637,-0.577464759349823,-0.931303083896637,-0.931303083896637,-0.5698908567428589,-1.9581959247589111
nci_obs_000016,-3.434540033340454,-3.434540033340454,-2.865053176879883,-2.8642427921295166,-2.8642427921295166,-2.8642427921295166,-5.036069869995117,-2.327880382537842,-2.326559543609619,-2.326559543609619,-2.326559543609619,-2.326559543609619,-3.70928692817688,-5.575429439544678,-2.326559543609619,-2.326559543609619,-3.70928692817688,-5.575429439544678,-4.062764644622803,-3.4346399307250977
nci_obs_000017,-0.6897250413894653,-0.6980217695236206,-2.2381796836853027,-2.2351748943328857,-0.6899652481079102,-0.7117882966995239,-0.7117882966995239,-1.8232543468475342,-1.8140584230422974,-1.813658356666565,-0.6892150044441223,-0.6911067962646484,-0.6911067962646484,-0.6911067962646484,-0.7456278204917908,-0.6938457489013672,-0.7456278204917908,-0.7456278204917908,-0.699052095413208,-1.7763065099716187
nci_obs_000018,-0.8719033002853394,-0.8904019594192505,-2.5272457599639893,-1.632419228553772,-0.8699552416801453,-0.8988887667655945,-0.899358868598938,-2.340461015701294,-2.33742618560791,-2.043362617492676,-0.8669903874397278,-0.8727681040763855,-0.8727681040763855,-0.8727681040763855,-0.9285368323326111,-0.8712401390075684,-0.9285368323326111,-0.9285368323326111,-0.8979350328445435,-1.5734730958938599
nci_obs_000019,2.374849557876587,2.3446929454803467,1.6221789121627808,1.6496195793151855,2.374199390411377,2.25046968460083,2.25046968460083,1.8645049333572388,1.9366092681884766,1.9455565214157104,2.3750596046447754,2.3718245029449463,2.3718245029449463,2.3718245029449463,1.9461467266082764,2.2795934677124023,1.9400932788848877,1.9400932788848877,2.3689510822296143,1.2582643032073975
nci_obs_000020,-0.7880914211273193,-0.8275315165519714,-1.5960370302200317,-1.5813673734664917,-0.7910535931587219,-0.8874152302742004,-0.8874152302742004,-1.2619247436523438,-1.2217543125152588,-1.21785569190979,-0.7857779264450073,-0.7970551252365112,-0.7970551252365112,-0.7970551252365112,-1.0262110233306885,-0.8175272941589355,-1.0262110233306885,-1.0262110233306885,-0.8020246624946594,-2.0570926666259766
nci_obs_000021,-0.3243211507797241,-0.3383120596408844,-1.5817042589187622,-1.5772842168807983,-0.32535266876220703,-0.3600043058395386,-0.3600043058395386,-1.2517074346542358,-1.240086555480957,-1.2397664785385132,-0.32351067662239075,-0.3274591267108917,-0.3274591267108917,-0.3274591267108917,-0.4111332595348358,-0.3260643482208252,-0.4111332595348358,-0.4111332595348358,-0.32920780777931213,-1.9595614671707153
nci_obs_000022,-0.8831539750099182,-0.8832440376281738,-1.117976427078247,-0.9534311294555664,-0.8702191710472107,-0.8707292675971985,-0.872190535068512,-1.1089805364608765,-0.934259295463562,-0.9003829956054688,-0.8700991868972778,-0.8700991868972778,-0.8701092004776001,-0.8701092004776001,-0.8711397051811218,-0.8701192140579224,-0.8716298341751099,-0.871950626373291,-1.0011295080184937,-1.083729863166809
nci_obs_000023,-1.0630090236663818,-1.0803558826446533,-1.9776054620742798,-1.2899287939071655,-1.063889741897583,-1.1048389673233032,-1.1771624088287354,-3.107203960418701,-1.809748888015747,-1.2922662496566772,-1.0626089572906494,-1.066245675086975,-1.073078989982605,-1.0760148763656616,-1.14569890499115,-1.0635493993759155,-1.1525321006774902,-1.2019623517990112,-1.0732275247573853,-1.5238152742385864
nci_obs_000024,-1.2942415475845337,-1.2943915128707886,-1.6600486040115356,-1.452406406402588,-1.2795947790145874,-1.2804651260375977,-1.283740520477295,-1.8684008121490479,-1.492248773574829,-1.3767749071121216,-1.2795947790145874,-1.2796047925949097,-1.2796248197555542,-1.279904842376709,-1.2816863059997559,-1.2796447277069092,-1.2828090190887451,-1.2845656871795654,-1.421512484550476,-1.6020634174346924
nci_obs_000025,-1.1206881999969482,-1.2386622428894043,-2.086642265319824,-1.4156566858291626,-1.1249823570251465,-1.3046276569366455,-1.3471899032592773,-2.7747411727905273,-1.8371222019195557,-1.3683923482894897,-1.0963003635406494,-1.1468136310577393,-1.1544772386550903,-1.1958529949188232,-1.3852344751358032,-1.1133719682693481,-1.3928979635238647,-1.4342738389968872,-1.1991569995880127,-1.7778263092041016
nci_obs_000026,-0.4536800980567932,-0.4913249611854553,-1.2224516868591309,-1.208535075187683,-0.4555637240409851,-0.5550171732902527,-0.5550171732902527,-0.9036018252372742,-0.8539820313453674,-0.8491687774658203,-0.4527796804904938,-0.46045950055122375,-0.46045950055122375,-0.46045950055122375,-0.6959356069564819,-0.475312739610672,-0.6959356069564819,-0.6959356069564819,-0.46506547927856445,-1.697013258934021
nci_obs_000027,-0.720542848110199,-0.7371640205383301,-1.4263854026794434,-1.4075663089752197,-0.7210831046104431,-0.7779313325881958,-0.7779313325881958,-1.1278642416000366,-1.0725862979888916,-1.0662729740142822,-0.720322847366333,-0.7227658033370972,-0.7227658033370972,-0.7227658033370972,-0.898626446723938,-0.7454562783241272,-0.898626446723938,-0.898626446723938,-0.7245618104934692,-1.868396520614624
nci_obs_000028,-1.5350874662399292,-1.5351674556732178,-1.1473147869110107,-1.1187796592712402,-1.1165872812271118,-1.1168172359466553,-1.847521424293518,-0.9270398616790771,-0.8664202690124512,-0.8596436977386475,-0.8591035604476929,-0.8591235876083374,-1.1222712993621826,-1.6275204420089722,-0.8596737384796143,-0.8591035604476929,-1.1228214502334595,-1.628070592880249,-2.037325382232666,-1.5445218086242676
nci_obs_000029,-0.5907979011535645,-0.7035589218139648,-1.4415415525436401,-1.4128520488739014,-0.5995776057243347,-0.8815299272537231,-0.8815299272537231,-1.193058729171753,-1.121204137802124,-1.1111220121383667,-0.5820845365524292,-0.6164371371269226,-0.6164371371269226,-0.6164371371269226,-1.110471487045288,-0.8308504223823547,-1.2933067083358765,-1.2933067083358765,-0.6303492784500122,-1.7935161590576172
nci_obs_000030,-0.8246777653694153,-1.261516809463501,-1.2988256216049194,-1.1282674074172974,-0.8686609268188477,-1.0958812236785889,-1.7978525161743164,-1.337033987045288,-1.053480863571167,-0.9798683524131775,-0.8066630959510803,-0.9640728235244751,-1.0071481466293335,-1.0071481466293335,-0.9715715646743774,-0.9641328454017639,-1.412812352180481,-2.154822587966919,-1.1658215522766113,-1.3750684261322021
nci_obs_000031,-1.016538381576538,-1.0183100700378418,-1.2809230089187622,-1.0931315422058105,-1.0069721937179565,-1.0107682943344116,-1.0128285884857178,-1.2625747919082642,-1.0826760530471802,-1.047318696975708,-1.0068721771240234,-1.0069820880889893,-1.0070521831512451,-1.0071922540664673,-1.01054847240448,-1.0069321393966675,-1.0133607387542725,-1.0175039768218994,-1.1069395542144775,-1.2471824884414673
nci_obs_000032,-3.918639659881592,-3.918639659881592,-2.9780025482177734,-2.977992534637451,-2.977992534637451,-2.977992534637451,-5.732529640197754,-2.148249626159668,-2.148249626159668,-2.148249626159668,-2.148249626159668,-2.148249626159668,-3.9891932010650635,-6.331393241882324,-2.148249626159668,-2.148249626159668,-3.9891932010650635,-6.331393241882324,-4.922165870666504,-3.918639659881592
nci_obs_000033,-1.0266464948654175,-1.1671117544174194,-1.2357704639434814,-1.0398824214935303,-0.9841473698616028,-0.9881360530853271,-1.3877508640289307,-1.4359029531478882,-1.068476676940918,-0.9371283054351807,-0.8522524833679199,-0.8867492079734802,-1.063767433166504,-1.4132161140441895,-0.8957837224006653,-0.8865991830825806,-1.072801947593689,-1.422250747680664,-1.4358059167861938,-1.275639295578003
nci_obs_000034,-1.690285563468933,-1.6999495029449463,-1.88133704662323,-1.6881040334701538,-1.5772998332977295,-1.5932351350784302,-1.7521642446517944,-1.889813780784607,-1.6899892091751099,-1.604377031326294,-1.5381332635879517,-1.5439038276672363,-1.5730135440826416,-1.665075421333313,-1.5709511041641235,-1.5392146110534668,-1.6001709699630737,-1.6922328472137451,-1.8992273807525635,-1.8938509225845337
nci_obs_000035,-1.190425992012024,-1.190425992012024,-1.1397818326950073,-1.0485141277313232,-1.0327810049057007,-1.032791018486023,-1.1061973571777344,-1.1159881353378296,-1.0363867282867432,-1.0208734273910522,-1.017930507659912,-1.017930507659912,-1.0186008214950562,-1.022712230682373,-1.0179705619812012,-1.017930507659912,-1.0186408758163452,-1.0227521657943726,-1.6285817623138428,-1.208966851234436
nci_obs_000036,-1.3799099922180176,-1.379930019378662,-1.242575764656067,-1.1600431203842163,-1.1522023677825928,-1.1522823572158813,-1.4360589981079102,-1.193873643875122,-1.0990294218063354,-1.0811442136764526,-1.0796630382537842,-1.0796630382537842,-1.11491060256958,-1.226696252822876,-1.0799530744552612,-1.0796630382537842,-1.1152006387710571,-1.226986289024353,-1.7649694681167603,-1.4008680582046509
nci_obs_000037,-0.7770731449127197,-1.1992472410202026,-1.4391988515853882,-1.400722861289978,-0.8177185654640198,-1.39713454246521,-1.6647220849990845,-1.2149897813796997,-1.134105920791626,-1.1216998100280762,-0.7465841770172119,-0.8934083580970764,-0.8934083580970764,-0.8934083580970764,-1.1213493347167969,-1.1201385259628296,-1.8832228183746338,-2.543492078781128,-0.9504225254058838,-1.758051872253418
nci_obs_000038,-0.6494796276092529,-0.7470248341560364,-2.539417266845703,-2.056314706802368,-0.6538379192352295,-0.9228585362434387,-0.9228585362434387,-2.207716226577759,-2.2044005393981934,-1.4826884269714355,-0.6475375294685364,-0.6658151745796204,-0.6658151745796204,-0.6658151745796204,-1.3313179016113281,-0.691587507724762,-1.3313179016113281,-1.3313179016113281,-0.6775047183036804,-2.8498003482818604
nci_obs_000039,-0.7047946453094482,-0.7410287261009216,-2.3999037742614746,-1.3490886688232422,-0.707634687423706,-0.7828201055526733,-0.7842611074447632,-2.2328150272369385,-2.2091026306152344,-1.4217734336853027,-0.7028624415397644,-0.7135109305381775,-0.7135109305381775,-0.7135709524154663,-0.8528210520744324,-0.7067808508872986,-0.8528210520744324,-0.8528810739517212,-0.7182937860488892,-1.5801030397415161
nci_obs_000040,-0.4886176884174347,-0.48978835344314575,-1.1534785032272339,-0.6459868550300598,-0.488657683134079,-0.49275627732276917,-0.5026142001152039,-1.65419340133667,-0.8699120283126831,-0.5902860760688782,-0.4886076748371124,-0.4887676537036896,-0.4888676702976227,-0.489147812128067,-0.5013788938522339,-0.48869767785072327,-0.501478910446167,-0.5034510493278503,-0.4888976812362671,-0.7604163289070129
nci_obs_000041,-2.6989970207214355,-2.6989970207214355,-2.1596648693084717,-2.153485059738159,-2.1533751487731934,-2.1533751487731934,-3.6451709270477295,-1.6888493299484253,-1.6783117055892944,-1.6780916452407837,-1.6780916452407837,-1.6780916452407837,-2.521969795227051,-3.718393087387085,-1.6781116724014282,-1.6780916452407837,-2.5219898223876953,-3.7184131145477295,-3.2556512355804443,-2.7007787227630615
nci_obs_000042,-4.2464447021484375,-4.2464447021484375,-3.759402275085449,-3.7587320804595947,-3.7587320804595947,-3.7587320804595947,-6.7610859870910645,-3.2932918071746826,-3.2916605472564697,-3.291640520095825,-3.291640520095825,-3.291640520095825,-5.736140251159668,-8.641161918640137,-3.291640520095825,-3.291640520095825,-5.736140251159668,-8.641161918640137,-4.775900363922119,-4.246644496917725
nci_obs_000043,-1.1699901819229126,-1.170430302619934,-1.6780695915222168,-1.253556489944458,-1.1700001955032349,-1.1719621419906616,-1.1814253330230713,-2.2579593658447266,-1.4616132974624634,-1.2290185689926147,-1.1699901819229126,-1.1700401306152344,-1.1701501607894897,-1.1705602407455444,-1.178102970123291,-1.170030117034912,-1.1945185661315918,-1.2011202573776245,-1.1700801849365234,-1.381476879119873
nci_obs_000044,-0.6655689477920532,-0.7041782736778259,-0.9681520462036133,-0.7661112546920776,-0.6622762084007263,-0.6948933005332947,-0.7094588875770569,-1.1934571266174316,-0.8320488333702087,-0.7055204510688782,-0.6583066582679749,-0.6617205142974854,-0.6664388179779053,-0.6708307862281799,-0.6783890128135681,-0.6601279377937317,-0.7019879221916199,-0.7235252261161804,-0.7189773321151733,-0.9787337779998779
nci_obs_000045,-1.1767246723175049,-1.1768946647644043,-1.3240468502044678,-1.1716898679733276,-1.0881085395812988,-1.0887887477874756,-1.1348727941513062,-1.3147331476211548,-1.1706217527389526,-1.1125643253326416,-1.079732894897461,-1.0797529220581055,-1.0807034969329834,-1.086073398590088,-1.0821245908737183,-1.0797629356384277,-1.0832468271255493,-1.0886166095733643,-1.4572806358337402,-1.3020612001419067
nci_obs_000046,-1.1120014190673828,-1.2038547992706299,-2.7342593669891357,-1.8247789144515991,-1.1193923950195313,-1.2960906028747559,-1.300289511680603,-3.0605969429016113,-2.429651975631714,-1.731303334236145,-1.1076910495758057,-1.1352547407150269,-1.1355048418045044,-1.1387509107589722,-1.4292114973068237,-1.1599044799804688,-1.4294614791870117,-1.4327075481414795,-1.1495938301086426,-2.234741449356079
nci_obs_000047,-2.1796977519989014,-2.1797077655792236,-1.8512767553329468,-1.8037577867507935,-1.7986246347427368,-1.7986546754837036,-2.283268451690674,-1.786350965499878,-1.6654636859893799,-1.6373077630996704,-1.6332193613052368,-1.6332193613052368,-1.7436147928237915,-1.9937349557876587,-1.6333494186401367,-1.6332193613052368,-1.7437448501586914,-1.993864893913269,-2.752483606338501,-2.191284656524658
nci_obs_000048,-1.3882511854171753,-1.3883111476898193,-1.006734848022461,-0.9585748314857483,-0.9547775983810425,-0.9549476504325867,-1.6667754650115967,-0.8692066073417664,-0.7421929240226746,-0.724593997001648,-0.7231730222702026,-0.7231830358505249,-0.9620988965034485,-1.4473191499710083,-0.7236330509185791,-0.7231630086898804,-0.9625489711761475,-1.4477691650390625,-1.9722418785095215,-1.402482032775879
nci_obs_000049,-1.3441014289855957,-1.344301462173462,-1.69515860080719,-1.4489147663116455,-1.3440014123916626,-1.3443615436553955,-1.3445115089416504,-2.239201068878174,-1.6865334510803223,-1.4537643194198608,-1.3440014123916626,-1.3440114259719849,-1.3440114259719849,-1.3440114259719849,-1.3447916507720947,-1.3440114259719849,-1.3451321125030518,-1.3451321125030518,-1.3694207668304443,-1.5830856561660767
nci_obs_000050,-0.5736091732978821,-0.5750404000282288,-0.9044471979141235,-0.6536434888839722,-0.5735691785812378,-0.5749502778053284,-0.5751402974128723,-1.4739282131195068,-0.8144076466560364,-0.6137022972106934,-0.5735092163085938,-0.5736492276191711,-0.5736492872238159,-0.5736593008041382,-0.5749200582504272,-0.5735791921615601,-0.5774836540222168,-0.5778385996818542,-0.5766921639442444,-0.7821950316429138
nci_obs_000051,-1.4357026815414429,-1.4394700527191162,-1.7173559665679932,-1.5277060270309448,-1.419054388999939,-1.429460883140564,-1.4393601417541504,-1.696812629699707,-1.5389885902404785,-1.470138669013977,-1.41775381565094,-1.4183439016342163,-1.4185739755630493,-1.419514536857605,-1.4287590980529785,-1.4181538820266724,-1.4354585409164429,-1.4442546367645264,-1.5104187726974487,-1.6750270128250122
nci_obs_000052,-1.337029218673706,-1.339812994003296,-1.9668718576431274,-1.517738938331604,-1.3370991945266724,-1.3458598852157593,-1.3484101295471191,-2.6460120677948,-1.8037302494049072,-1.4751968383789063,-1.3370091915130615,-1.3371391296386719,-1.3373291492462158,-1.3373291492462158,-1.348393201828003,-1.337339162826538,-1.3492937088012695,-1.35675847530365,-1.3380296230316162,-1.6493765115737915
nci_obs_000053,-2.1950671672821045,-2.2040581703186035,-2.958113431930542,-2.432452440261841,-2.1952972412109375,-2.2092862129211426,-2.228006362915039,-3.5927469730377197,-2.778562545776367,-2.3973236083984375,-2.1949870586395264,-2.195317029953003,-2.196087598800659,-2.1966779232025146,-2.225167989730835,-2.1959476470947266,-2.2351677417755127,-2.294823169708252,-2.1984732151031494,-2.64703631401062
nci_obs_000054,-4.368901252746582,-4.368901252746582,-4.391323089599609,-4.221134185791016,-4.20928430557251,-4.209304332733154,-4.498400688171387,-4.477695941925049,-4.222896575927734,-4.2095441818237305,-4.20928430557251,-4.20928430557251,-4.225058078765869,-4.422341346740723,-4.209344387054443,-4.20928430557251,-4.225157737731934,-4.422441482543945,-4.823620319366455,-4.407590389251709
nci_obs_000055,-1.187768578529358,-1.1923593282699585,-2.808035135269165,-1.7155070304870605,-1.1877785921096802,-1.1938371658325195,-1.2008919715881348,-3.1409356594085693,-2.4535160064697266,-1.519121766090393,-1.1877386569976807,-1.1878786087036133,-1.1878786087036133,-1.1882187128067017,-1.2105978727340698,-1.1887891292572021,-1.2105978727340698,-1.2130107879638672,-1.18864905834198,-1.8600634336471558
nci_obs_000056,2.217298984527588,1.66409170627594,1.7440122365951538,1.8723903894424438,2.1788642406463623,1.8995336294174194,1.1644573211669922,1.6955755949020386,1.9653265476226807,2.04555082321167,2.2433626651763916,2.0968973636627197,2.0968973636627197,2.0968973636627197,2.065601110458374,2.0685858726501465,1.6165624856948853,0.8975284695625305,2.0274741649627686,1.5918712615966797
nci_obs_000057,-0.8786086440086365,-0.8794389963150024,-1.0058395862579346,-0.8641051650047302,-0.7911480069160461,-0.7932503819465637,-0.8431378602981567,-1.0074118375778198,-0.8598965406417847,-0.8122249841690063,-0.7818042635917664,-0.7820142507553101,-0.7831750512123108,-0.78928142786026,-0.7859199047088623,-0.781914234161377,-0.7881484627723694,-0.7942548394203186,-1.1359258890151978,-0.9875245094299316
nci_obs_000058,-1.127360463142395,-1.545767903327942,-2.4298148155212402,-2.4158263206481934,-1.1584073305130005,-2.0519728660583496,-2.0519728660583496,-2.146937370300293,-2.1202032566070557,-2.118060827255249,-1.109358787536621,-1.2263275384902954,-1.2263275384902954,-1.2263275384902954,-2.119121551513672,-1.8744852542877197,-2.9956419467926025,-2.9956419467926025,-1.2823354005813599,-2.7278008460998535
nci_obs_000059,-1.2400094270706177,-1.2400693893432617,-1.25766122341156,-1.1977019309997559,-1.195870280265808,-1.196020245552063,-1.6667035818099976,-1.1934032440185547,-1.1592470407485962,-1.1586768627166748,-1.1586668491363525,-1.158686876296997,-1.26113760471344,-1.556704044342041,-1.1590969562530518,-1.1586668491363525,-1.2615476846694946,-1.5571140050888062,-1.268766164779663,-1.2557424306869507
nci_obs_000060,-2.507585287094116,-2.507615089416504,-2.5803964138031006,-2.3678677082061768,-2.344015598297119,-2.344195604324341,-2.8411788940429688,-2.7226266860961914,-2.4135632514953613,-2.2837703227996826,-2.2679457664489746,-2.2679457664489746,-2.5168962478637695,-3.1882190704345703,-2.2688560485839844,-2.2679457664489746,-2.5178067684173584,-3.189129590988159,-2.793905258178711,-2.586974859237671
nci_obs_000061,-0.9506369829177856,-1.015497088432312,-1.4704049825668335,-1.441552758216858,-0.9523996710777283,-1.1869657039642334,-1.1869657039642334,-1.2412655353546143,-1.17203950881958,-1.162868857383728,-0.9499967694282532,-0.958301305770874,-0.958301305770874,-0.958301305770874,-1.1622484922409058,-1.0598920583724976,-1.524097204208374,-1.524097204208374,-0.9649990200996399,-1.8475223779678345
nci_obs_000062,-0.6972509622573853,-0.9839183688163757,-1.2542123794555664,-1.2050082683563232,-0.7087149024009705,-1.1994807720184326,-1.3010056018829346,-1.073887825012207,-0.96038419008255,-0.9395105242729187,-0.6923177242279053,-0.7414135336875916,-0.7414135336875916,-0.7414135336875916,-0.9372957348823547,-0.936255156993866,-1.492777705192566,-1.837780237197876,-0.7742618322372437,-1.5881991386413574
nci_obs_000063,-1.0183573961257935,-1.0223461389541626,-2.3643083572387695,-1.5293830633163452,-1.018627405166626,-1.0284905433654785,-1.0376827716827393,-2.753363847732544,-2.513374090194702,-1.7187119722366333,-1.0181773900985718,-1.0192179679870605,-1.0193179845809937,-1.0205588340759277,-1.0428496599197388,-1.0191078186035156,-1.0429496765136719,-1.044190526008606,-1.0233910083770752,-1.510962963104248
