endpoint_id,score_focal_hla__endpoint_local_epitope_second_hla_hybrid_v1,score_focal_hla__logmeanexp,score_focal_hla__logsumexp,score_focal_hla__max,score_focal_hla__mean,score_focal_hla__median,score_focal_hla__top_frac_mean_frac0p01,score_focal_hla__top_frac_mean_frac0p02,score_focal_hla__top_frac_mean_frac0p05,score_focal_hla__top_k_logsumexp_k10,score_focal_hla__top_k_logsumexp_k2,score_focal_hla__top_k_mean_k2,score_focal_hla__top_k_mean_k3,score_full_hla__endpoint_local_epitope_second_hla_hybrid_v1,score_full_hla__logmeanexp,score_full_hla__logsumexp,score_full_hla__max,score_full_hla__mean,score_full_hla__median,score_full_hla__top_frac_mean_frac0p01,score_full_hla__top_frac_mean_frac0p02,score_full_hla__top_frac_mean_frac0p05,score_full_hla__top_k_logsumexp_k10,score_full_hla__top_k_logsumexp_k2,score_full_hla__top_k_mean_k2,score_full_hla__top_k_mean_k3,score_full_q_mono_pn__endpoint_local_epitope_second_hla_hybrid_v1,score_full_q_mono_pn__logmeanexp,score_full_q_mono_pn__logsumexp,score_full_q_mono_pn__max,score_full_q_mono_pn__mean,score_full_q_mono_pn__median,score_full_q_mono_pn__top_frac_mean_frac0p01,score_full_q_mono_pn__top_frac_mean_frac0p02,score_full_q_mono_pn__top_frac_mean_frac0p05,score_full_q_mono_pn__top_k_logsumexp_k10,score_full_q_mono_pn__top_k_logsumexp_k2,score_full_q_mono_pn__top_k_mean_k2,score_full_q_mono_pn__top_k_mean_k3,score_mono_q_full_pn__endpoint_local_epitope_second_hla_hybrid_v1,score_mono_q_full_pn__logmeanexp,score_mono_q_full_pn__logsumexp,score_mono_q_full_pn__max,score_mono_q_full_pn__mean,score_mono_q_full_pn__median,score_mono_q_full_pn__top_frac_mean_frac0p01,score_mono_q_full_pn__top_frac_mean_frac0p02,score_mono_q_full_pn__top_frac_mean_frac0p05,score_mono_q_full_pn__top_k_logsumexp_k10,score_mono_q_full_pn__top_k_logsumexp_k2,score_mono_q_full_pn__top_k_mean_k2,score_mono_q_full_pn__top_k_mean_k3,score_old_monoallelic__endpoint_local_epitope_second_hla_hybrid_v1,score_old_monoallelic__logmeanexp,score_old_monoallelic__logsumexp,score_old_monoallelic__max,score_old_monoallelic__mean,score_old_monoallelic__median,score_old_monoallelic__top_frac_mean_frac0p01,score_old_monoallelic__top_frac_mean_frac0p02,score_old_monoallelic__top_frac_mean_frac0p05,score_old_monoallelic__top_k_logsumexp_k10,score_old_monoallelic__top_k_logsumexp_k2,score_old_monoallelic__top_k_mean_k2,score_old_monoallelic__top_k_mean_k3
covid_spike.0121a906179714152d44d1487782461b48e1f5974bb7619ff010626091535a17,-2.272093087903586,-6.2909603,-1.8136234,-2.6064727,-9.541746,-9.580715,-2.6064727,-2.9434323,-4.3722973,-1.9872295,-2.1945572,-2.9434323,-3.6012125,-2.1644277543216184,-5.7600627,-1.2827258,-2.5400765,-7.645018,-6.9463086,-2.5400765,-2.8872104,-3.560025,-1.5851068,-2.1349847,-2.8872104,-3.0687315,-1.8060454609405432,-5.6154437,-1.1381067,-1.9554157,-8.365698,-7.6945496,-1.9554157,-2.2983036,-3.601267,-1.3091161,-1.5474874,-2.2983036,-2.8008776,-1.2548886561747254,-4.344024,0.13331291,-1.3759916,-6.157204,-5.397258,-1.3759916,-1.5476353,-2.0998888,-0.18690765,-0.83982915,-1.5476353,-1.6071512,-1.0213470321562648,-4.4486947,0.028642155,-1.1414919,-6.8774757,-5.8948736,-1.1414919,-1.395094,-2.2842803,-0.19086559,-0.6701287,-1.395094,-1.5134771
covid_spike.01732ba140e00c0029b334842f7e1109b23fcbc3fdb1f1300301e55d2fd660aa,-4.705969685260608,-8.402563,-3.5662818,-6.850735,-10.598255,-11.1719475,-6.8737073,-6.8828473,-6.974542,-4.700722,-6.1802964,-6.8737073,-6.8828473,-4.314221903148122,-7.262045,-2.425763,-6.5446534,-7.435068,-7.2177467,-6.55367,-6.560098,-6.5980744,-4.3149843,-5.860482,-6.55367,-6.560098,-4.138369229794576,-7.591625,-2.7553432,-6.44703,-9.014378,-8.83868,-6.480011,-6.4922104,-6.5418863,-4.260409,-5.78632,-6.480011,-6.4922104,-2.6464861847045515,-5.4306064,-0.59432477,-4.4102836,-5.5288124,-5.3788013,-4.544504,-4.663649,-4.87167,-2.6126492,-3.8423765,-4.544504,-4.663649,-2.6535745841384095,-5.970619,-1.1343375,-4.796524,-7.108121,-6.561718,-4.836128,-4.8494525,-4.9153423,-2.6589985,-4.142197,-4.836128,-4.8494525
covid_spike.0177e65e3c11905d385ecf315c414a93c5cdf6b65ea0ff5ab3ddf14e27a3980f,-2.786203222565177,-6.179859,-1.6155112,-3.1125925,-8.0435295,-7.5555134,-3.1125925,-3.324635,-3.8510206,-1.9599857,-2.6091733,-3.324635,-3.4483814,-2.787249777646299,-5.9359207,-1.3715723,-3.1222775,-6.864343,-6.7928324,-3.1222775,-3.200026,-3.716558,-1.813115,-2.5038593,-3.200026,-3.2295675,-2.775770101476802,-6.002432,-1.4380836,-3.1126025,-7.3041067,-6.873455,-3.1126025,-3.216847,-3.7295902,-1.8379118,-2.5182762,-3.216847,-3.2629452,-0.8761709484492897,-4.0394816,0.52486676,-0.9961792,-4.961063,-5.0144806,-0.9961792,-0.9995879,-1.9666088,0.1118557,-0.3064349,-0.9995879,-1.255229,-0.8740129082687084,-4.10305,0.46129802,-0.9940209,-5.390831,-5.1106815,-0.9940209,-0.9991276,-1.9567544,0.11048937,-0.3059674,-0.9991276,-1.2508426
covid_spike.017fe5e21eb01d8283f77dfbc1950052c2a8927092ac7d58ab02060d7e8eb4eb,-4.649505913780284,-8.545199,-3.7089174,-6.718543,-11.404914,-11.17238,-6.76657,-6.7881308,-6.840578,-4.572485,-6.07227,-6.76657,-6.7881308,-4.4191294795902865,-7.38935,-2.553068,-6.5618052,-7.669571,-7.550596,-6.567748,-6.570734,-6.5866914,-4.324621,-5.8745832,-6.567748,-6.570734,-4.1048201657601044,-7.944813,-3.1085312,-6.449931,-9.776722,-9.535742,-6.459612,-6.4716554,-6.5159883,-4.23414,-5.766418,-6.459612,-6.4716554,-2.7806662424294624,-5.5681195,-0.7318377,-4.739853,-5.763249,-5.498583,-4.8811564,-4.93836,-5.023262,-2.7530613,-4.178059,-4.8811564,-4.93836,-2.678429892422346,-6.3432302,-1.5069484,-4.7282166,-7.8703136,-7.458146,-4.811287,-4.8955207,-5.023157,-2.7538798,-4.114693,-4.811287,-4.8955207
covid_spike.01800e8cd0148c50fab9150693a07f7d929183e96f76513875f70867b80a7c5f,-6.8286862296074435,-8.716443,-5.9438543,-7.4898314,-9.889742,-10.152709,-7.4898314,-7.4898314,-7.4898314,-5.969709,-6.8098807,-7.503116,-7.5111256,-6.259430193158054,-7.472242,-4.699653,-6.927002,-7.79677,-7.328948,-6.927002,-6.927002,-6.927002,-4.823786,-6.2415805,-6.9347577,-6.9405823,-6.071937022654024,-7.834404,-5.0618153,-6.7677507,-8.587207,-9.061266,-6.7677507,-6.7677507,-6.7677507,-5.127362,-6.085701,-6.7789106,-6.786006,-4.9031385584866,-6.062562,-3.2899733,-5.6951528,-6.3081493,-5.8624277,-5.6951528,-5.6951528,-5.6951528,-3.5058265,-5.0103188,-5.7035007,-5.7170377,-4.479766373447016,-6.414118,-3.641529,-5.2944117,-7.095217,-6.8518524,-5.2944117,-5.2944117,-5.2944117,-3.6940553,-4.6123543,-5.305564,-5.3126636
covid_spike.024160cda2136a7a5a2f28f34441c95190a5d87199f912182697539cdfd39440,-1.2279763433318611,-5.496562,-0.66028005,-1.3481178,-8.999927,-8.378279,-2.0012012,-2.343304,-3.4276173,-0.73743176,-1.1084269,-2.0012012,-2.343304,-1.043292922232114,-5.0625243,-0.22624253,-1.1633408,-6.8554006,-6.9705687,-1.709998,-2.0197673,-2.7417667,-0.3783432,-0.87433165,-1.709998,-2.0197673,-1.0431762080191915,-5.1650434,-0.3287616,-1.1632208,-7.592531,-7.0144234,-1.709878,-2.0102754,-2.9472752,-0.45313147,-0.87421155,-1.709878,-2.0102754,-0.16084333776940163,-3.5329494,1.3033322,-0.2808435,-4.9435163,-5.161066,-0.4787306,-0.63084114,-1.0924413,1.0760857,0.23386978,-0.4787306,-0.63084114,-0.1606534166640689,-3.786076,1.0502058,-0.28065354,-5.680633,-5.387252,-0.47854063,-0.6991616,-1.3523182,0.871324,0.23405974,-0.47854063,-0.6991616
covid_spike.02552088343c2fda5f94006a6430e47d16eaf0d1c9e0780f0e02700d5927020f,-4.375358500008809,-7.5889006,-3.3122342,-5.8149753,-9.777871,-8.599465,-5.8149753,-5.9121633,-6.13874,-4.053152,-5.2143006,-5.9121633,-6.0500298,-3.4780924005459437,-6.6321588,-2.3554926,-3.7946088,-7.1080203,-6.9793043,-3.7946088,-4.472376,-5.1923246,-3.1302314,-3.565237,-4.472376,-4.919919,-4.097718292235388,-7.143008,-2.8663423,-4.889417,-8.48664,-7.3811574,-4.889417,-5.2525187,-5.5824757,-3.6385036,-4.4948497,-5.2525187,-5.4400873,-1.3189020377381926,-4.6824937,-0.40582773,-1.4390473,-5.2032976,-5.1845818,-1.4390473,-2.5952964,-3.3382914,-1.0598118,-1.3446343,-2.5952964,-3.0813522,-2.2297533618777243,-5.374466,-1.0978,-2.5338557,-6.581844,-5.686232,-2.5338557,-3.2935195,-3.7690663,-1.7819777,-2.3359406,-3.2935195,-3.601354
covid_spike.0298b42b498a33c550e33e647c4949ddafa641f467e8d8afa050632f6a5c8347,-3.1222907566438582,-5.6318946,-2.7415228,-3.2432623,-7.804279,-7.4822655,-3.2432623,-3.2432623,-3.2432623,-2.7594147,-3.0011284,-3.8906405,-4.225628,-2.3194961591108965,-4.2069845,-1.3166127,-2.4402122,-5.9765434,-6.7490044,-2.4402122,-2.4402122,-2.4402122,-1.33742,-1.7885965,-2.4826436,-2.6107194,-2.2768209342227554,-4.3847775,-1.4944059,-2.397595,-6.3815565,-6.597394,-2.397595,-2.397595,-2.397595,-1.5111458,-1.7607458,-2.4555726,-2.9318893,-0.4576126961790219,-2.372058,0.5183138,-0.5776127,-4.102076,-5.0724077,-0.5776127,-0.5776127,-0.5776127,0.4938238,0.03668624,-0.6598376,-0.77140045,-0.5309008373212808,-2.6348186,0.25555333,-0.65090084,-4.507046,-5.0947013,-0.65090084,-0.65090084,-0.65090084,0.23294654,-0.059957653,-0.75892854,-1.0925237
covid_spike.02a175b5248f5dbbcedea7f8977a197ef3f67c3d66ea7f55f6625e74b46700da,-2.3045767366322565,-6.0565495,-1.2202677,-2.877505,-8.725667,-8.561167,-2.89184,-3.03094,-3.3788998,-1.3489668,-2.19859,-2.89184,-3.03094,-1.587912819339215,-5.2645273,-0.42824572,-1.7137377,-6.998524,-6.925843,-2.0975497,-2.2993548,-2.7294056,-0.60418123,-1.3324871,-2.0975497,-2.2993548,-1.4980724789544633,-5.262599,-0.42631742,-1.6207511,-7.4735103,-7.4538684,-2.0432,-2.2461064,-2.6721072,-0.55792844,-1.2633556,-2.0432,-2.2461064,-0.20954425717656155,-3.5169475,1.3193343,-0.3295445,-5.097099,-5.1763506,-0.58530647,-0.67233187,-0.9627209,1.1208446,0.14019729,-0.58530647,-0.67233187,-0.11355326410570682,-3.538557,1.2977248,-0.23355338,-5.5715737,-5.3146896,-0.5130837,-0.62036747,-0.95223486,1.1401974,0.21863368,-0.5130837,-0.62036747
covid_spike.02ea82f02faf97335b982584952acca26d9240fdf45bd955be723901c8ae3513,-0.7560142886329582,-4.520707,-0.043370314,-0.87602794,-7.477879,-7.506611,-0.87602794,-1.2243738,-2.333074,-0.11363697,-0.47174293,-1.2243738,-1.3655375,-0.7582073690284865,-4.4374275,0.039909363,-0.8782215,-6.410095,-6.4867487,-0.8782215,-1.2265925,-2.0751657,-0.06543098,-0.47395325,-1.2265925,-1.3650652,-0.7932398436848944,-4.4862523,-0.008915385,-0.9132582,-6.698543,-6.6540537,-0.9132582,-1.2617407,-2.1053598,-0.107458934,-0.509064,-1.2617407,-1.4191605,-0.24196306334936563,-3.4075727,1.0697641,-0.36196348,-4.909383,-5.221626,-0.36196348,-0.5174934,-0.9199873,0.90910655,0.1877001,-0.5174934,-0.6148851,-0.23530679688618888,-3.4309437,1.0463932,-0.3553072,-5.187189,-5.243001,-0.3553072,-0.5088556,-0.92282146,0.904789,0.1960341,-0.5088556,-0.6096331
covid_spike.032877c6deaaafaf243f115fe7f53ac93172829e3a8f56882b7c269091b0d5dd,-3.68261484616589,-7.409873,-2.932536,-4.502304,-10.19289,-9.252957,-4.502304,-4.863227,-5.3519616,-3.3181198,-4.106314,-4.863227,-5.117946,-2.4908799586357078,-6.132967,-1.6556299,-3.4635372,-7.757176,-7.435034,-3.4635372,-3.4887908,-3.9763155,-2.01326,-2.7953248,-3.4887908,-3.6171978,-2.8189868325111074,-6.504195,-2.0268583,-3.8819513,-8.820042,-7.8731165,-3.8819513,-4.0665474,-4.4234977,-2.4491518,-3.3564582,-4.0665474,-4.25301,-2.0211339275556073,-4.836173,-0.35883626,-2.4533863,-6.267497,-5.884598,-2.4533863,-2.4684038,-2.8139634,-0.8073027,-1.7751439,-2.4684038,-2.5880806,-2.162953537074663,-5.2968073,-0.81947064,-2.8143048,-7.330363,-6.6218567,-2.8143048,-2.983135,-3.270635,-1.29019,-2.275803,-2.983135,-3.0622635
covid_spike.0342600cc06e6fcd476df59e88ead4a2246422fa8bf1755b1bf1b8bdcd8ae8c0,-2.9139867860277446,-6.8972855,-2.0144832,-4.1729984,-8.806716,-7.471545,-4.2415133,-4.3207526,-4.728169,-2.5840228,-3.546021,-4.2415133,-4.3207526,-2.7327773551699153,-6.366745,-1.4839429,-3.9505842,-6.9570484,-6.7794056,-3.9937696,-4.059468,-4.5526175,-2.3440738,-3.2996902,-3.9937696,-4.059468,-2.695070458545894,-6.4641457,-1.5813437,-3.9250479,-7.600511,-6.893381,-3.9460754,-4.0192327,-4.5285087,-2.312154,-3.252707,-3.9460754,-4.0192327,-1.9271668713493577,-4.5643716,0.31843045,-2.26766,-5.05075,-5.0595503,-2.3209789,-2.3756313,-2.7336917,-0.555568,-1.626411,-2.3209789,-2.3756313,-1.9124859766673112,-4.7233624,0.15943953,-2.2403917,-5.6938577,-5.1565146,-2.2716734,-2.3337781,-2.7080984,-0.5443959,-1.578037,-2.2716734,-2.3337781
covid_spike.036f3994bb7a864927148d207600ddf0a8f7d0d44c2ea9caa97d495725553afa,-4.5667067374468395,-7.93837,-3.8440256,-6.140168,-9.470376,-9.439369,-6.140168,-6.1721478,-6.194914,-4.151379,-5.4784894,-6.1721478,-6.194914,-4.3692331142402905,-6.8756475,-2.7813027,-6.053689,-7.0255747,-6.9267883,-6.053689,-6.107753,-6.137164,-4.004475,-5.413145,-6.107753,-6.137164,-4.280266098853029,-7.281419,-3.187074,-5.810177,-8.023172,-7.8715916,-5.810177,-5.922943,-6.0148573,-3.9105039,-5.223451,-5.922943,-6.0148573,-2.8206388701425706,-5.200597,-1.1062522,-4.3524017,-5.3031597,-5.218919,-4.3524017,-4.3983946,-4.488007,-2.400483,-3.70419,-4.3983946,-4.488007,-3.034758219566311,-5.789397,-1.695052,-4.7104974,-6.3007574,-5.789674,-4.7104974,-4.8239503,-4.8953233,-2.7623084,-4.124381,-4.8239503,-4.8953233
