selection_policy,model,branch,selection_metric,q_order,q_id,q,joint_grid_index,grid_index,c,kappa,gate_half_score_F,mean_fractional_rank,worst_cohort_fractional_rank,mean_metric_regret,near_optimal_rank_tolerance,near_optimal_joint_triples,near_optimal_q_count,near_optimal_q_ids,q_is_zero_or_infinity,c_at_boundary,kappa_at_boundary,pdac_metric,pdac_rank,pdac_fractional_rank,pdac_regret,covid_spike_metric,covid_spike_rank,covid_spike_fractional_rank,covid_spike_regret,covid_nonspike_metric,covid_nonspike_rank,covid_nonspike_fractional_rank,covid_nonspike_regret,system_id
pdac_only,focal_hla,pr,average_precision,3,q1p5,1.5,119591,24332,-1.25,0.0033137778446013506,0.2865047968601901,0.000013778279919534845,0.000013778279919534845,0.0,0.01,2544,8,q0|q0p5|q1|q1p5|q2|q3|q4|qinf,False,False,False,0.25076288522906803,4.5,0.000013778279919534845,0.0,0.6591731228073402,165156.5,0.6501596312144963,0.002824217613323743,0.5706576536927829,63994.0,0.2519181333973695,0.008032815422536865,focal_hla__self_gated_hillq_pdac_selected
pdac_only,full_hla,pr,average_precision,4,q2,2.0,151438,24426,-1.2,0.0005490561801685379,0.30119421191220214,0.00003542986265023246,0.00003542986265023246,0.0,0.01,2550,8,q0|q0p5|q1|q1p5|q2|q3|q4|qinf,False,False,False,0.24638729932292328,10.0,0.00003542986265023246,0.0,0.6625642955422268,85528.0,0.33668998476515904,0.0035470066892449026,0.5745514869644616,65114.0,0.25632718297162066,0.014099352615237204,full_hla__self_gated_hillq_pdac_selected
pdac_only,full_q_mono_pn,pr,average_precision,3,q1p5,1.5,119911,24652,-1.1,0.0005490561801685379,0.33287108369807955,0.00003542986265023246,0.00003542986265023246,0.0,0.01,2564,7,q0|q0p5|q1|q1p5|q2|q3|q4,False,False,False,0.23020952733847952,10.0,0.00003542986265023246,0.0,0.6629075102772514,241235.0,0.9496541651740197,0.002944258690834478,0.5750166764499502,65790.5,0.25899032764749647,0.013010577120952882,full_q_mono_pn__self_gated_hillq_pdac_selected
pdac_only,mono_q_full_pn,pr,average_precision,7,qinf,inf,248526,26255,-0.4,0.0040040826438662224,0.6703200460356393,0.000076764702408837,0.000076764702408837,0.0,0.01,2576,8,q0|q0p5|q1|q1p5|q2|q3|q4|qinf,True,False,False,0.2258804377386195,20.5,0.000076764702408837,0.0,0.6671728867002609,94379.0,0.3715332863559599,0.009951443998479137,0.5815688506047406,66534.0,0.26191722796754624,0.04378083436605018,mono_q_full_pn__self_gated_hillq_pdac_selected
pdac_only,old_monoallelic,pr,average_precision,7,qinf,inf,248642,26371,-0.35,0.005318295896944991,0.7046880897187134,0.0,0.0,0.0,0.01,2540,8,q0|q0p5|q1|q1p5|q2|q3|q4|qinf,True,False,False,0.19650796832383532,1.0,0.0,0.0,0.6628231450254404,202800.0,0.7983489684004992,0.008890722909215776,0.5801466181379733,61280.0,0.24123406148262166,0.028681361014224582,old_monoallelic__self_gated_hillq_pdac_selected
pdac_only,focal_hla,roc,auroc,2,q1,1.0,87838,24332,-1.25,0.0033137778446013506,0.2865047968601901,0.00008857465662558115,0.00008857465662558115,0.0,0.01,2522,8,q0|q0p5|q1|q1p5|q2|q3|q4|qinf,False,False,False,0.7279176201372998,23.5,0.00008857465662558115,0.0,0.5337144801624252,56426.5,0.2221275238856324,0.0012372678165142315,0.7252763827031807,57927.0,0.22803446931970728,0.004183644461290714,focal_hla__self_gated_hillq_pdac_selected
pdac_only,full_hla,roc,auroc,4,q2,2.0,151438,24426,-1.2,0.0005490561801685379,0.30119421191220214,0.00003542986265023246,0.00003542986265023246,0.0,0.01,2555,8,q0|q0p5|q1|q1p5|q2|q3|q4|qinf,False,False,False,0.7292906178489702,10.0,0.00003542986265023246,0.0,0.5377800937988536,47894.0,0.18853804576750924,0.0021178778792459996,0.7293084115101551,61948.5,0.24386571294725282,0.007836634132474152,full_hla__self_gated_hillq_pdac_selected
pdac_only,full_q_mono_pn,roc,auroc,3,q1p5,1.5,119911,24652,-1.1,0.0005490561801685379,0.33287108369807955,0.00003542986265023246,0.00003542986265023246,0.0,0.01,2610,7,q0|q0p5|q1|q1p5|q2|q3|q4,False,False,False,0.7105263157894737,10.0,0.00003542986265023246,0.0,0.5367250702637132,52275.0,0.2057845155753613,0.0021904908351059182,0.730402887014751,60151.5,0.23679155037142305,0.007064341893300408,full_q_mono_pn__self_gated_hillq_pdac_selected
pdac_only,mono_q_full_pn,roc,auroc,7,qinf,inf,248526,26255,-0.4,0.0040040826438662224,0.6703200460356393,0.000076764702408837,0.000076764702408837,0.0,0.01,2584,8,q0|q0p5|q1|q1p5|q2|q3|q4|qinf,True,False,False,0.7032036613272311,20.5,0.000076764702408837,0.0,0.5416463777525293,79925.0,0.3146329269396866,0.005158367432946953,0.7353572443854828,58185.0,0.22905012538234726,0.019670551817808524,mono_q_full_pn__self_gated_hillq_pdac_selected
pdac_only,old_monoallelic,roc,auroc,7,qinf,inf,248741,26470,-0.3,0.0014142135623730968,0.7408182206817179,0.00005511311967813938,0.00005511311967813938,0.0,0.01,2553,8,q0|q0p5|q1|q1p5|q2|q3|q4|qinf,True,False,False,0.6958810068649885,15.0,0.00005511311967813938,0.0,0.5389853264877825,72823.0,0.2866748286572476,0.0039068617819504325,0.7339224233235415,56243.0,0.22140514835270822,0.017057550775450903,old_monoallelic__self_gated_hillq_pdac_selected
