endpoint_id,score_old_monoallelic__roc__regime_1225,score_old_monoallelic__roc__regime_1575,score_old_monoallelic__roc__regime_1750,score_old_monoallelic__roc__regime_1925,score_old_monoallelic__roc__regime_1926,score_old_monoallelic__roc__regime_2154,score_old_monoallelic__roc__regime_2275,score_old_monoallelic__roc__regime_2276,score_old_monoallelic__roc__regime_2278,score_old_monoallelic__roc__regime_2279,score_old_monoallelic__roc__regime_2327,score_old_monoallelic__roc__regime_2450,score_old_monoallelic__roc__regime_2451,score_old_monoallelic__roc__regime_2452,score_old_monoallelic__roc__regime_2503,score_old_monoallelic__roc__regime_2625,score_old_monoallelic__roc__regime_2626,score_old_monoallelic__roc__regime_2628,score_old_monoallelic__roc__regime_2652,score_old_monoallelic__roc__regime_2679
nci_obs_000010,-6.417222499847412,-5.7498016357421875,-5.7498016357421875,-5.7498016357421875,-5.7498016357421875,-5.134163856506348,-5.134163856506348,-5.134163856506348,-5.134163856506348,-5.134163856506348,-5.134163856506348,-5.134163856506348,-5.134163856506348,-5.134163856506348,-5.134163856506348,-5.134163856506348,-5.134163856506348,-5.134163856506348,-5.134163856506348,-5.134163856506348
nci_obs_000011,-0.09678183495998383,-0.08750785887241364,-0.08794796466827393,-0.09486500173807144,-0.08767786622047424,-0.0874878317117691,-0.08751781284809113,-0.0874878317117691,-0.0874878317117691,-0.0874878317117691,-0.0874878317117691,-0.08838820457458496,-0.08749784529209137,-0.0874878317117691,-0.0874878317117691,-0.10481714457273483,-0.08823811262845993,-0.0874878317117691,-0.0874878317117691,-0.0874878317117691
nci_obs_000012,-0.301548033952713,-0.1810896247625351,-0.20188818871974945,-0.4206200838088989,-0.1924818456172943,-0.18041938543319702,-0.1816701889038086,-0.18041938543319702,-0.18041938543319702,-0.18041938543319702,-0.18041938543319702,-0.22122053802013397,-0.18080945312976837,-0.18041938543319702,-0.18041938543319702,-0.6177777647972107,-0.21650265157222748,-0.18041938543319702,-0.1804293990135193,-0.18041938543319702
nci_obs_000013,-2.3294122219085693,-1.8875559568405151,-1.887585997581482,-1.8876659870147705,-1.8875559568405151,-1.4767431020736694,-1.4767431020736694,-1.4767431020736694,-1.4767431020736694,-1.4767431020736694,-1.4767431020736694,-1.4767930507659912,-1.4767431020736694,-1.4767431020736694,-1.4767431020736694,-1.476883053779602,-1.4767431020736694,-1.4767431020736694,-1.4767431020736694,-1.4767431020736694
nci_obs_000014,-0.5581560730934143,-0.11886987835168839,-0.20318400859832764,-0.5816629528999329,-0.3237895369529724,-0.3400108516216278,-0.12226606905460358,-0.112851582467556,-0.11282160133123398,-0.11282160133123398,-0.11282160133123398,-0.2757759094238281,-0.12183209508657455,-0.11310166120529175,-0.11282160133123398,-0.3412616550922394,-0.3400208652019501,-0.11283161491155624,-0.16281047463417053,-0.11282160133123398
nci_obs_000015,-0.26269569993019104,-0.1571183204650879,-0.17430973052978516,-0.3721752464771271,-0.17237699031829834,-0.16054709255695343,-0.1576889604330063,-0.1562679260969162,-0.1562679260969162,-0.1562679260969162,-0.1562679260969162,-0.1911906898021698,-0.1567080318927765,-0.1562679260969162,-0.1562679260969162,-0.5656507015228271,-0.211812362074852,-0.1562679260969162,-0.15646792948246002,-0.1562679260969162
nci_obs_000016,-2.1846115589141846,-1.6143144369125366,-1.6143144369125366,-1.6143144369125366,-1.6143144369125366,-1.07663094997406,-1.07663094997406,-1.07663094997406,-1.07663094997406,-1.07663094997406,-1.07663094997406,-1.07663094997406,-1.07663094997406,-1.07663094997406,-1.07663094997406,-1.07663094997406,-1.07663094997406,-1.07663094997406,-1.07663094997406,-1.07663094997406
nci_obs_000017,-0.1728881299495697,-0.16407133638858795,-0.16483159363269806,-0.18665464222431183,-0.16507183015346527,-0.16408134996891022,-0.16408134996891022,-0.16406132280826569,-0.16406132280826569,-0.16406132280826569,-0.16406132280826569,-0.16597312688827515,-0.16407133638858795,-0.16406132280826569,-0.16406132280826569,-0.2204941362142563,-0.16871210932731628,-0.16406132280826569,-0.16408134996891022,-0.16406132280826569
nci_obs_000018,-0.1769292950630188,-0.15345773100852966,-0.15648259222507477,-0.185416117310524,-0.15460851788520813,-0.15333767235279083,-0.1535176932811737,-0.15333767235279083,-0.15333767235279083,-0.15333767235279083,-0.15333767235279083,-0.15929540991783142,-0.15337766706943512,-0.15333767235279083,-0.15333767235279083,-0.215064138174057,-0.15776745975017548,-0.15333767235279083,-0.1533476859331131,-0.15333767235279083
nci_obs_000019,2.602994680404663,2.633371353149414,2.6325011253356934,2.5087714195251465,2.6191608905792236,2.466773509979248,2.633361339569092,2.633371353149414,2.633371353149414,2.633371353149414,2.633371353149414,2.6301262378692627,2.6333212852478027,2.633371353149414,2.633371353149414,2.2044484615325928,2.5378952026367188,2.633371353149414,2.6329712867736816,2.633371353149414
nci_obs_000020,-0.30182334780693054,-0.2599197328090668,-0.26534542441368103,-0.36170706152915955,-0.2662810981273651,-0.33020585775375366,-0.26006975769996643,-0.2597297132015228,-0.2597297132015228,-0.2597297132015228,-0.2597297132015228,-0.27134692668914795,-0.25982972979545593,-0.2597297132015228,-0.2597297132015228,-0.5005027651786804,-0.2918190658092499,-0.2597297132015228,-0.25974974036216736,-0.2597297132015228
nci_obs_000021,-0.09614972770214081,-0.08128836750984192,-0.08319032192230225,-0.11784195154905319,-0.08168849349021912,-0.08118834346532822,-0.08134833723306656,-0.08118834346532822,-0.08118834346532822,-0.08118834346532822,-0.08118834346532822,-0.08529679477214813,-0.08119835704565048,-0.08118834346532822,-0.08118834346532822,-0.16897091269493103,-0.08390200883150101,-0.08118834346532822,-0.08118834346532822,-0.08118834346532822
nci_obs_000022,-0.199269637465477,-0.18624480068683624,-0.18624480068683624,-0.18675491213798523,-0.18624480068683624,-0.18612481653690338,-0.18612481653690338,-0.18612481653690338,-0.18612481653690338,-0.18612481653690338,-0.18612481653690338,-0.18612481653690338,-0.18612481653690338,-0.18612481653690338,-0.18612481653690338,-0.187165305018425,-0.1861448436975479,-0.18612481653690338,-0.18612481653690338,-0.18612481653690338
nci_obs_000023,-0.3018687069416046,-0.2841118276119232,-0.2854026257991791,-0.3263518810272217,-0.28431180119514465,-0.28410181403160095,-0.2841218411922455,-0.28410181403160095,-0.28410181403160095,-0.28410181403160095,-0.28410181403160095,-0.2877584993839264,-0.28410181403160095,-0.28410181403160095,-0.28410181403160095,-0.3672116994857788,-0.2850622534751892,-0.28410181403160095,-0.28410181403160095,-0.28410181403160095
nci_obs_000024,-0.2692117393016815,-0.25441494584083557,-0.25441494584083557,-0.2552853226661682,-0.25442495942115784,-0.25441494584083557,-0.25441494584083557,-0.25441494584083557,-0.25441494584083557,-0.25441494584083557,-0.25441494584083557,-0.25442495942115784,-0.25441494584083557,-0.25441494584083557,-0.25441494584083557,-0.2565065324306488,-0.2544649541378021,-0.25441494584083557,-0.25441494584083557,-0.25441494584083557
nci_obs_000025,-0.5405664443969727,-0.3982352018356323,-0.42688658833503723,-0.6065319776535034,-0.40906795859336853,-0.39666399359703064,-0.3982045650482178,-0.39666399359703064,-0.39666399359703064,-0.39666399359703064,-0.39666399359703064,-0.44871795177459717,-0.397804319858551,-0.3966740071773529,-0.39666399359703064,-0.6871387362480164,-0.4152762293815613,-0.39666399359703064,-0.3973240852355957,-0.39666399359703064
nci_obs_000026,-0.14475610852241516,-0.10618084669113159,-0.10899486392736435,-0.20844830572605133,-0.11062077432870865,-0.12655742466449738,-0.10621083527803421,-0.10616081953048706,-0.10616081953048706,-0.10616081953048706,-0.10616081953048706,-0.1138906478881836,-0.10621083527803421,-0.10616081953048706,-0.10616081953048706,-0.34936678409576416,-0.12874390184879303,-0.10616081953048706,-0.10617083311080933,-0.10616081953048706
nci_obs_000027,-0.15188081562519073,-0.1350296437740326,-0.13579991459846497,-0.19264814257621765,-0.1392083615064621,-0.4804396629333496,-0.13503965735435486,-0.1350296437740326,-0.1350296437740326,-0.1350296437740326,-0.1350296437740326,-0.1374826431274414,-0.13505962491035461,-0.1350296437740326,-0.1350296437740326,-0.31334325671195984,-0.16017308831214905,-0.1350296437740326,-0.13510963320732117,-0.1350296437740326
nci_obs_000028,-0.9375518560409546,-0.5189616680145264,-0.5189716815948486,-0.5192016959190369,-0.5189616680145264,-0.2614879608154297,-0.2614879608154297,-0.2614879608154297,-0.2614879608154297,-0.2614879608154297,-0.2614879608154297,-0.2615079879760742,-0.2614879608154297,-0.2614879608154297,-0.2614879608154297,-0.2620581090450287,-0.2614879608154297,-0.2614879608154297,-0.2614879608154297,-0.2614879608154297
nci_obs_000029,-0.30196765065193176,-0.1795208603143692,-0.19798634946346283,-0.47993865609169006,-0.24945315718650818,-0.7083901762962341,-0.18049325048923492,-0.1775689572095871,-0.17754893004894257,-0.17754893004894257,-0.17754893004894257,-0.21484589576721191,-0.18014228343963623,-0.17765890061855316,-0.17754893004894257,-0.7088803052902222,-0.42925915122032166,-0.17755894362926483,-0.20725584030151367,-0.17754893004894257
nci_obs_000030,-0.5127988457679749,-0.057504910975694656,-0.11994296312332153,-0.34716328978538513,-0.34476029872894287,-0.21526488661766052,-0.057945143431425095,-0.05719485878944397,-0.05719485878944397,-0.05719485878944397,-0.05719485878944397,-0.21535490453243256,-0.07635731995105743,-0.05807524919509888,-0.05719485878944397,-0.2228536307811737,-0.21541492640972137,-0.05724486708641052,-0.15193423628807068,-0.05719485878944397
nci_obs_000031,-0.27511703968048096,-0.2636791169643402,-0.2637791335582733,-0.26757532358169556,-0.2637191116809845,-0.2636791169643402,-0.2636791169643402,-0.2636791169643402,-0.2636791169643402,-0.2636791169643402,-0.2636791169643402,-0.2637890875339508,-0.2636791169643402,-0.2636791169643402,-0.2636791169643402,-0.26735541224479675,-0.26373913884162903,-0.2636791169643402,-0.2636791169643402,-0.2636791169643402
nci_obs_000032,-3.178964376449585,-2.2383172512054443,-2.2383172512054443,-2.2383172512054443,-2.2383172512054443,-1.4085744619369507,-1.4085744619369507,-1.4085744619369507,-1.4085744619369507,-1.4085744619369507,-1.4085744619369507,-1.4085744619369507,-1.4085744619369507,-1.4085744619369507,-1.4085744619369507,-1.4085744619369507,-1.4085744619369507,-1.4085744619369507,-1.4085744619369507,-1.4085744619369507
nci_obs_000033,-0.4028592109680176,-0.07963887602090836,-0.21989484131336212,-0.2238835096359253,-0.21978479623794556,-0.12206657975912094,-0.08799993991851807,-0.07186710834503174,-0.07165709882974625,-0.07165709882974625,-0.07165709882974625,-0.12249665707349777,-0.12206657975912094,-0.0904526486992836,-0.07165709882974625,-0.13153120875358582,-0.12234663963317871,-0.07557477056980133,-0.12206657975912094,-0.07165709882974625
nci_obs_000034,-0.3214928209781647,-0.19487364590168,-0.1988430917263031,-0.21477851271629333,-0.19514380395412445,-0.15900637209415436,-0.15967661142349243,-0.15900637209415436,-0.15900637209415436,-0.15900637209415436,-0.15900637209415436,-0.16544708609580994,-0.15906639397144318,-0.15900637209415436,-0.15900637209415436,-0.1924944370985031,-0.1607578992843628,-0.15900637209415436,-0.15903635323047638,-0.15900637209415436
nci_obs_000035,-0.3467441499233246,-0.18909913301467896,-0.18909913301467896,-0.18910914659500122,-0.18909913301467896,-0.17424868047237396,-0.17424868047237396,-0.17424868047237396,-0.17424868047237396,-0.17424868047237396,-0.17424868047237396,-0.17424868047237396,-0.17424868047237396,-0.17424868047237396,-0.17424868047237396,-0.17428867518901825,-0.17424868047237396,-0.17424868047237396,-0.17424868047237396,-0.17424868047237396
nci_obs_000036,-0.5132942199707031,-0.28556665778160095,-0.28556665778160095,-0.2856466472148895,-0.28556665778160095,-0.21302731335163116,-0.21302731335163116,-0.21302731335163116,-0.21302731335163116,-0.21302731335163116,-0.21302731335163116,-0.21302731335163116,-0.21302731335163116,-0.21302731335163116,-0.21302731335163116,-0.21331733465194702,-0.21302731335163116,-0.21302731335163116,-0.21302731335163116,-0.21302731335163116
nci_obs_000037,-0.6278996467590332,-0.17370319366455078,-0.24637094140052795,-0.8257869482040405,-0.4616890549659729,-0.5487709045410156,-0.17523661255836487,-0.17229221761226654,-0.172272190451622,-0.172272190451622,-0.172272190451622,-0.322060763835907,-0.18518522381782532,-0.17286239564418793,-0.172272190451622,-0.5500016808509827,-0.5487909317016602,-0.17233221232891083,-0.31214362382888794,-0.172272190451622
nci_obs_000038,-0.24652397632598877,-0.14698666334152222,-0.1533370465040207,-0.4223576784133911,-0.157148540019989,-0.14694666862487793,-0.14703667163848877,-0.14694666862487793,-0.14694666862487793,-0.14694666862487793,-0.14694666862487793,-0.16531430184841156,-0.14705663919448853,-0.14694666862487793,-0.14694666862487793,-0.8308169841766357,-0.19108664989471436,-0.14694666862487793,-0.14696669578552246,-0.14694666862487793
nci_obs_000039,-0.20095761120319366,-0.16269131004810333,-0.1675635725259781,-0.24274900555610657,-0.16360178589820862,-0.1626012921333313,-0.16279134154319763,-0.1626012921333313,-0.1626012921333313,-0.1626012921333313,-0.1626012921333313,-0.17343980073928833,-0.16262133419513702,-0.1626012921333313,-0.1626012921333313,-0.3127499520778656,-0.1667097508907318,-0.1626012921333313,-0.1626012921333313,-0.1626012921333313
nci_obs_000040,-0.1466459035873413,-0.1454652100801468,-0.14551521837711334,-0.14961382746696472,-0.14547522366046906,-0.1454652100801468,-0.1454652100801468,-0.1454652100801468,-0.1454652100801468,-0.1454652100801468,-0.1454652100801468,-0.14562520384788513,-0.1454652100801468,-0.1454652100801468,-0.1454652100801468,-0.15823642909526825,-0.14555521309375763,-0.1454652100801468,-0.1454652100801468,-0.1454652100801468
nci_obs_000041,-1.785465955734253,-1.2398438453674316,-1.2398438453674316,-1.2398438453674316,-1.2398438453674316,-0.7645605206489563,-0.7645605206489563,-0.7645605206489563,-0.7645605206489563,-0.7645605206489563,-0.7645605206489563,-0.7645605206489563,-0.7645605206489563,-0.7645605206489563,-0.7645605206489563,-0.7645805478096008,-0.7645605206489563,-0.7645605206489563,-0.7645605206489563,-0.7645605206489563
nci_obs_000042,-2.912407875061035,-2.4246954917907715,-2.4246954917907715,-2.4246954917907715,-2.4246954917907715,-1.9576038122177124,-1.9576038122177124,-1.9576038122177124,-1.9576038122177124,-1.9576038122177124,-1.9576038122177124,-1.9576038122177124,-1.9576038122177124,-1.9576038122177124,-1.9576038122177124,-1.9576038122177124,-1.9576038122177124,-1.9576038122177124,-1.9576038122177124,-1.9576038122177124
nci_obs_000043,-0.4399843215942383,-0.4395442306995392,-0.43955424427986145,-0.4415161609649658,-0.4395442306995392,-0.4395442306995392,-0.4395442306995392,-0.4395442306995392,-0.4395442306995392,-0.4395442306995392,-0.4395442306995392,-0.43959423899650574,-0.4395442306995392,-0.4395442306995392,-0.4395442306995392,-0.44765704870224,-0.43958422541618347,-0.4395442306995392,-0.4395442306995392,-0.4395442306995392
nci_obs_000044,-0.22624211013317108,-0.1802104413509369,-0.18434005975723267,-0.21695713698863983,-0.1821327954530716,-0.17994040250778198,-0.1803704798221588,-0.17994040250778198,-0.17994040250778198,-0.17994040250778198,-0.17994040250778198,-0.1837843358516693,-0.1801403909921646,-0.17994040250778198,-0.17994040250778198,-0.20045286417007446,-0.18219175934791565,-0.17994040250778198,-0.18020042777061462,-0.17994040250778198
nci_obs_000045,-0.3440917730331421,-0.2552955746650696,-0.25530558824539185,-0.2559857964515686,-0.2552955746650696,-0.2469300627708435,-0.2469300627708435,-0.2469300627708435,-0.2469300627708435,-0.2469300627708435,-0.2469300627708435,-0.24695008993148804,-0.2469300627708435,-0.2469300627708435,-0.2469300627708435,-0.24932171404361725,-0.24696004390716553,-0.2469300627708435,-0.2469300627708435,-0.2469300627708435
nci_obs_000046,-0.5030345320701599,-0.40672072768211365,-0.4185721278190613,-0.5952704548835754,-0.4290713369846344,-0.4066007435321808,-0.4068707823753357,-0.4066007435321808,-0.4066007435321808,-0.4066007435321808,-0.4066007435321808,-0.43443456292152405,-0.40777140855789185,-0.4066207706928253,-0.4066007435321808,-0.7283912897109985,-0.4590842127799988,-0.4066007435321808,-0.41378650069236755,-0.4066007435321808
nci_obs_000047,-1.2340714931488037,-0.8529883027076721,-0.8529883027076721,-0.8530182838439941,-0.8529883027076721,-0.6875830292701721,-0.6875830292701721,-0.6875830292701721,-0.6875830292701721,-0.6875830292701721,-0.6875830292701721,-0.6875830292701721,-0.6875830292701721,-0.6875830292701721,-0.6875830292701721,-0.6877130270004272,-0.6875830292701721,-0.6875830292701721,-0.6875830292701721,-0.6875830292701721
nci_obs_000048,-0.9373984932899475,-0.5038549900054932,-0.5038650035858154,-0.5040349960327148,-0.5038549900054932,-0.27225035429000854,-0.2722603678703308,-0.27225035429000854,-0.27225035429000854,-0.27225035429000854,-0.27225035429000854,-0.2722703814506531,-0.27225035429000854,-0.27225035429000854,-0.27225035429000854,-0.27272042632102966,-0.27225035429000854,-0.27225035429000854,-0.27225035429000854,-0.27225035429000854
nci_obs_000049,-0.3351435959339142,-0.33484357595443726,-0.33484357595443726,-0.3352036476135254,-0.33484357595443726,-0.33484357595443726,-0.33484357595443726,-0.33484357595443726,-0.33484357595443726,-0.33484357595443726,-0.33484357595443726,-0.3348535895347595,-0.33484357595443726,-0.33484357595443726,-0.33484357595443726,-0.3356337249279022,-0.3348535895347595,-0.33484357595443726,-0.33484357595443726,-0.33484357595443726
nci_obs_000050,-0.17332646250724792,-0.17178528010845184,-0.17185525596141815,-0.17323632538318634,-0.1717952936887741,-0.17178528010845184,-0.1717952936887741,-0.17178528010845184,-0.17178528010845184,-0.17178528010845184,-0.17178528010845184,-0.17193524539470673,-0.17178528010845184,-0.17178528010845184,-0.17178528010845184,-0.17320610582828522,-0.17186526954174042,-0.17178528010845184,-0.17178528010845184,-0.17178528010845184
nci_obs_000051,-0.20643064379692078,-0.18577495217323303,-0.18601500988006592,-0.19642144441604614,-0.18587498366832733,-0.18471437692642212,-0.18471437692642212,-0.18471437692642212,-0.18471437692642212,-0.18471437692642212,-0.18471437692642212,-0.1853044480085373,-0.18471437692642212,-0.18471437692642212,-0.18471437692642212,-0.1957196593284607,-0.18511442840099335,-0.18471437692642212,-0.18471437692642212,-0.18471437692642212
nci_obs_000052,-0.3194892406463623,-0.31668534874916077,-0.3167753517627716,-0.3255360424518585,-0.3169453740119934,-0.31668534874916077,-0.31668534874916077,-0.31668534874916077,-0.31668534874916077,-0.31668534874916077,-0.31668534874916077,-0.3168153464794159,-0.31668534874916077,-0.31668534874916077,-0.31668534874916077,-0.32806941866874695,-0.3170153498649597,-0.31668534874916077,-0.31668534874916077,-0.31668534874916077
nci_obs_000053,-0.4326491951942444,-0.4235782027244568,-0.423888236284256,-0.43787720799446106,-0.4245486557483673,-0.4235782027244568,-0.4235782027244568,-0.4235782027244568,-0.4235782027244568,-0.4235782027244568,-0.4235782027244568,-0.42390820384025574,-0.4235782027244568,-0.4235782027244568,-0.4235782027244568,-0.453759104013443,-0.42453864216804504,-0.4235782027244568,-0.4235782027244568,-0.4235782027244568
nci_obs_000054,-2.2835543155670166,-2.123936891555786,-2.123936891555786,-2.1239569187164307,-2.123936891555786,-2.123936891555786,-2.123936891555786,-2.123936891555786,-2.123936891555786,-2.123936891555786,-2.123936891555786,-2.123936891555786,-2.123936891555786,-2.123936891555786,-2.123936891555786,-2.1239969730377197,-2.123936891555786,-2.123936891555786,-2.123936891555786,-2.123936891555786
nci_obs_000055,-0.4434357285499573,-0.43881508708000183,-0.4388550817966461,-0.4449135959148407,-0.4389550983905792,-0.43881508708000183,-0.43881508708000183,-0.43881508708000183,-0.43881508708000183,-0.43881508708000183,-0.43881508708000183,-0.4389550983905792,-0.43881508708000183,-0.43881508708000183,-0.43881508708000183,-0.46167436242103577,-0.4398656189441681,-0.43881508708000183,-0.43881508708000183,-0.43881508708000183
nci_obs_000056,1.8711659908294678,2.451749324798584,2.3859384059906006,2.106607675552368,2.1076483726501465,2.2757298946380615,2.45043683052063,2.4530200958251953,2.45304012298584,2.45304012298584,2.45304012298584,2.303971529006958,2.434112071990967,2.451559066772461,2.45304012298584,2.2726752758026123,2.2756600379943848,2.450216054916382,2.2757298946380615,2.45304012298584
nci_obs_000057,-0.34816959500312805,-0.2597885727882385,-0.25987857580184937,-0.26198098063468933,-0.25981855392456055,-0.2505348324775696,-0.2505348324775696,-0.2505348324775696,-0.2505348324775696,-0.2505348324775696,-0.2505348324775696,-0.25074484944343567,-0.2505348324775696,-0.2505348324775696,-0.2505348324775696,-0.2546505033969879,-0.2506448030471802,-0.2505348324775696,-0.2505348324775696,-0.2505348324775696
nci_obs_000058,-0.718650221824646,-0.28160062432289124,-0.3312896490097046,-1.2248551845550537,-0.59260094165802,-0.43011271953582764,-0.28224119544029236,-0.2811005115509033,-0.28109049797058105,-0.28109049797058105,-0.28109049797058105,-0.3992098867893219,-0.29615336656570435,-0.28233128786087036,-0.28109049797058105,-1.292003870010376,-1.0473676919937134,-0.2811405062675476,-0.5861493945121765,-0.28109049797058105
nci_obs_000059,-0.40994182229042053,-0.36573266983032227,-0.36574268341064453,-0.3658926486968994,-0.36573266983032227,-0.32853925228118896,-0.32853925228118896,-0.32853925228118896,-0.32853925228118896,-0.32853925228118896,-0.32853925228118896,-0.3285592794418335,-0.32853925228118896,-0.32853925228118896,-0.32853925228118896,-0.3289693295955658,-0.32853925228118896,-0.32853925228118896,-0.32853925228118896,-0.32853925228118896
nci_obs_000060,-0.39862126111984253,-0.23502162098884583,-0.23502162098884583,-0.2352016419172287,-0.23502162098884583,-0.1589517593383789,-0.1589517593383789,-0.1589517593383789,-0.1589517593383789,-0.1589517593383789,-0.1589517593383789,-0.1589517593383789,-0.1589517593383789,-0.1589517593383789,-0.1589517593383789,-0.15986216068267822,-0.1589517593383789,-0.1589517593383789,-0.1589517593383789,-0.1589517593383789
nci_obs_000061,-0.20105372369289398,-0.13554340600967407,-0.13795632123947144,-0.37252238392829895,-0.16018474102020264,-0.34746503829956055,-0.13555341958999634,-0.1355333924293518,-0.1355333924293518,-0.1355333924293518,-0.1355333924293518,-0.1438579261302948,-0.13566339015960693,-0.1355333924293518,-0.1355333924293518,-0.34780508279800415,-0.24544867873191833,-0.1355333924293518,-0.13661395013332367,-0.1355333924293518
nci_obs_000062,-0.4417036771774292,-0.14998306334018707,-0.16650021076202393,-0.6572661399841309,-0.2637450695037842,-0.39403048157691956,-0.15010306239128113,-0.14989306032657623,-0.14989306032657623,-0.14989306032657623,-0.14989306032657623,-0.1991988569498062,-0.15208545327186584,-0.14994306862354279,-0.14989306032657623,-0.3950810134410858,-0.3940404951572418,-0.14989306032657623,-0.1729058474302292,-0.14989306032657623
nci_obs_000063,-0.21096697449684143,-0.20678821206092834,-0.20724830031394958,-0.21711142361164093,-0.20696823298931122,-0.20677819848060608,-0.2067982256412506,-0.20677819848060608,-0.20677819848060608,-0.20677819848060608,-0.20677819848060608,-0.207838773727417,-0.20677819848060608,-0.20677819848060608,-0.20677819848060608,-0.23147054016590118,-0.20772862434387207,-0.20677819848060608,-0.20677819848060608,-0.20677819848060608
