endpoint_id,score_full_hla__roc__regime_1427,score_full_hla__roc__regime_1800,score_full_hla__roc__regime_1975,score_full_hla__roc__regime_2103,score_full_hla__roc__regime_2154,score_full_hla__roc__regime_2275,score_full_hla__roc__regime_2277,score_full_hla__roc__regime_2278,score_full_hla__roc__regime_2279,score_full_hla__roc__regime_2326,score_full_hla__roc__regime_2450,score_full_hla__roc__regime_2451,score_full_hla__roc__regime_2452,score_full_hla__roc__regime_2453,score_full_hla__roc__regime_2454,score_full_hla__roc__regime_2625,score_full_hla__roc__regime_2653,score_full_hla__roc__regime_2676,score_full_hla__roc__regime_2677,score_full_hla__roc__regime_2679
nci_obs_000018,-0.9290499687194824,-0.8675806522369385,-0.8808932304382324,-0.8679209351539612,-0.8668103218078613,-0.8669103384017944,-0.8668103218078613,-0.8668103218078613,-0.8668103218078613,-0.8668103218078613,-0.8684215545654297,-0.8668303489685059,-0.8668103218078613,-0.8668103218078613,-0.8668103218078613,-0.8795213103294373,-0.8668103218078613,-0.8670603632926941,-0.8668103218078613,-0.8668103218078613
nci_obs_000019,1.7909741401672363,2.3750696182250977,2.3749396800994873,2.3224070072174072,2.3750696182250977,2.3750696182250977,2.3750696182250977,2.3750696182250977,2.3750696182250977,2.3750696182250977,2.374859571456909,2.3750696182250977,2.3750696182250977,2.3750696182250977,2.3750696182250977,2.3422675132751465,2.3750696182250977,2.3750295639038086,2.3750696182250977,2.3750696182250977
nci_obs_000020,-0.9754154682159424,-0.78615802526474,-0.7871491312980652,-0.8203917145729065,-0.7854378819465637,-0.7855378985404968,-0.7854378819465637,-0.7854378819465637,-0.7854378819465637,-0.7854378819465637,-0.7866686582565308,-0.7854378819465637,-0.7854378819465637,-0.7854378819465637,-0.7854378819465637,-0.8041722774505615,-0.7854378819465637,-0.785447895526886,-0.7854378819465637,-0.7854378819465637
nci_obs_000021,-0.3320080637931824,-0.3254629075527191,-0.32555311918258667,-0.3233506679534912,-0.3233506679534912,-0.3238607943058014,-0.3233506679534912,-0.3233506679534912,-0.3233506679534912,-0.3233506679534912,-0.3255130350589752,-0.3233506679534912,-0.3233506679534912,-0.3233506679534912,-0.3233506679534912,-0.3400798439979553,-0.3233506679534912,-0.3233506679534912,-0.3233506679534912,-0.3233506679534912
nci_obs_000022,-1.032265543937683,-1.0318654775619507,-1.0318654775619507,-0.8944226503372192,-0.8944226503372192,-0.8944226503372192,-0.8944226503372192,-0.8944226503372192,-0.8944226503372192,-0.8944226503372192,-0.8944226503372192,-0.8944226503372192,-0.8944226503372192,-0.8944226503372192,-0.8944226503372192,-0.8946026563644409,-0.8944226503372192,-0.8944226503372192,-0.8944226503372192,-0.8944226503372192
nci_obs_000023,-1.0874731540679932,-1.0648515224456787,-1.1069021224975586,-1.0632790327072144,-1.0626189708709717,-1.062628984451294,-1.0626189708709717,-1.0626189708709717,-1.0626189708709717,-1.0626189708709717,-1.0642597675323486,-1.0626189708709717,-1.0626189708709717,-1.0626189708709717,-1.0626189708709717,-1.0826377868652344,-1.0626189708709717,-1.0630290508270264,-1.0626189708709717,-1.0626189708709717
nci_obs_000024,-1.3522776365280151,-1.3202605247497559,-1.3203905820846558,-1.2826192378997803,-1.2825591564178467,-1.2825591564178467,-1.2825591564178467,-1.2825591564178467,-1.2825591564178467,-1.2825591564178467,-1.2825992107391357,-1.2825591564178467,-1.2825591564178467,-1.2825591564178467,-1.2825591564178467,-1.2869689464569092,-1.2825591564178467,-1.2825591564178467,-1.2825591564178467,-1.2825591564178467
nci_obs_000025,-1.155799150466919,-1.1065192222595215,-1.1895030736923218,-1.0956299304962158,-1.0947597026824951,-1.0951697826385498,-1.0947597026824951,-1.0947597026824951,-1.0947597026824951,-1.0947597026824951,-1.1068063974380493,-1.0950297117233276,-1.0947597026824951,-1.0947597026824951,-1.0947597026824951,-1.1354120969772339,-1.0947597026824951,-1.1002322435379028,-1.0950297117233276,-1.0947597026824951
nci_obs_000026,-0.5501992106437683,-0.4527396857738495,-0.45592474937438965,-0.46995723247528076,-0.4527296721935272,-0.4527296721935272,-0.4527296721935272,-0.4527296721935272,-0.4527296721935272,-0.4527296721935272,-0.45324981212615967,-0.4527296721935272,-0.4527296721935272,-0.4527296721935272,-0.4527296721935272,-0.4689505100250244,-0.4527296721935272,-0.4527796804904938,-0.4527296721935272,-0.4527296721935272
nci_obs_000027,-1.5986336469650269,-0.7203128337860107,-0.7301409244537354,-1.2689788341522217,-0.7232170701026917,-0.7203128337860107,-0.7203128337860107,-0.7203128337860107,-0.7203128337860107,-0.7203128337860107,-0.7209129929542542,-0.720322847366333,-0.7203128337860107,-0.7203128337860107,-0.7203128337860107,-0.7567382454872131,-0.7203128337860107,-0.7220543026924133,-0.7203728556632996,-0.7203128337860107
nci_obs_000028,-1.3572338819503784,-1.3572338819503784,-1.357313871383667,-0.9729394912719727,-0.9729394912719727,-0.9729394912719727,-0.9729394912719727,-0.9729394912719727,-0.9729394912719727,-0.9729394912719727,-0.9729495048522949,-0.9729394912719727,-0.9729394912719727,-0.9729394912719727,-0.9729394912719727,-0.97307950258255,-0.9729394912719727,-0.9729394912719727,-0.9729394912719727,-0.9729394912719727
nci_obs_000029,-1.3073737621307373,-0.5802305340766907,-0.5874215960502625,-0.6642950773239136,-0.5792101621627808,-0.5793302059173584,-0.5791401863098145,-0.5791401863098145,-0.5791401863098145,-0.5791401863098145,-0.5816934704780579,-0.5791801810264587,-0.5791401863098145,-0.5791401863098145,-0.5791401863098145,-0.6436253786087036,-0.5791401863098145,-0.582124650478363,-0.5792902112007141,-0.5791401863098145
nci_obs_000030,-2.078382968902588,-0.8059127926826477,-0.8710808753967285,-1.3194587230682373,-0.8066731095314026,-0.8059628009796143,-0.8059127926826477,-0.8059127926826477,-0.8059127926826477,-0.8059127926826477,-0.8194946646690369,-0.8062528371810913,-0.8059127926826477,-0.8059127926826477,-0.8059127926826477,-1.7838927507400513,-0.8059127926826477,-0.8493109941482544,-0.807003378868103,-0.8059127926826477
nci_obs_000031,-1.1444764137268066,-1.1427949666976929,-1.1427949666976929,-1.0256880521774292,-1.0256880521774292,-1.0256880521774292,-1.0256880521774292,-1.0256880521774292,-1.0256880521774292,-1.0256880521774292,-1.0257080793380737,-1.0256880521774292,-1.0256880521774292,-1.0256880521774292,-1.0256880521774292,-1.0267385244369507,-1.0256880521774292,-1.0256880521774292,-1.0256880521774292,-1.0256880521774292
nci_obs_000032,-1.5002171993255615,-1.5002171993255615,-1.5002171993255615,-0.9980703592300415,-0.9980703592300415,-0.9980703592300415,-0.9980703592300415,-0.9980703592300415,-0.9980703592300415,-0.9980703592300415,-0.9980703592300415,-0.9980703592300415,-0.9980703592300415,-0.9980703592300415,-0.9980703592300415,-0.9980703592300415,-0.9980703592300415,-0.9980703592300415,-0.9980703592300415,-0.9980703592300415
nci_obs_000033,-1.7906794548034668,-0.8363497257232666,-1.2218663692474365,-1.4848676919937134,-1.4848676919937134,-0.8369501829147339,-0.8359096050262451,-0.8359096050262451,-0.8359096050262451,-0.8359096050262451,-0.8992754817008972,-0.8393756151199341,-0.8359996676445007,-0.8359096050262451,-0.8359096050262451,-1.485487937927246,-0.8359096050262451,-1.1411583423614502,-0.8855621218681335,-0.8359096050262451
nci_obs_000034,-1.6177778244018555,-1.544599175453186,-1.5731498003005981,-1.5342246294021606,-1.5332642793655396,-1.533954381942749,-1.5332642793655396,-1.5332642793655396,-1.5332642793655396,-1.5332642793655396,-1.5426571369171143,-1.5336341857910156,-1.5332742929458618,-1.5332642793655396,-1.5332642793655396,-1.5657646656036377,-1.5332642793655396,-1.5378541946411133,-1.5335642099380493,-1.5332642793655396
nci_obs_000035,-1.4896618127822876,-1.4896618127822876,-1.4896618127822876,-1.1498817205429077,-1.1498817205429077,-1.1498817205429077,-1.1498817205429077,-1.1498817205429077,-1.1498817205429077,-1.1498817205429077,-1.1498817205429077,-1.1498817205429077,-1.1498817205429077,-1.1498817205429077,-1.1498817205429077,-1.1498817205429077,-1.1498817205429077,-1.1498817205429077,-1.1498817205429077,-1.1498817205429077
nci_obs_000036,-1.4606115818023682,-1.460511565208435,-1.4624735116958618,-1.2023869752883911,-1.2023869752883911,-1.2023869752883911,-1.2023869752883911,-1.2023869752883911,-1.2023869752883911,-1.2023869752883911,-1.2025269269943237,-1.2023869752883911,-1.2023869752883911,-1.2023869752883911,-1.2023869752883911,-1.2048299312591553,-1.2023869752883911,-1.202436923980713,-1.2023869752883911,-1.2023869752883911
nci_obs_000037,-1.179094910621643,-0.7470834851264954,-0.7652025818824768,-0.777527928352356,-0.7436298131942749,-0.7437198162078857,-0.7436197996139526,-0.7436197996139526,-0.7436197996139526,-0.7436197996139526,-0.7486222982406616,-0.7437098026275635,-0.7436298131942749,-0.7436197996139526,-0.7436197996139526,-0.8241893649101257,-0.7436197996139526,-0.7475675344467163,-0.7437798380851746,-0.7436197996139526
nci_obs_000038,-0.6605077981948853,-0.6474475264549255,-0.6721935272216797,-0.6474575400352478,-0.6474475264549255,-0.6474775075912476,-0.6474475264549255,-0.6474475264549255,-0.6474475264549255,-0.6474475264549255,-0.6508328318595886,-0.6474675536155701,-0.6474475264549255,-0.6474475264549255,-0.6474475264549255,-0.7112545371055603,-0.6474475264549255,-0.6487982869148254,-0.6474475264549255,-0.6474475264549255
nci_obs_000039,-0.7237498760223389,-0.7045533657073975,-0.7181841731071472,-0.7030923962593079,-0.7026824355125427,-0.7028724551200867,-0.7026824355125427,-0.7026824355125427,-0.7026824355125427,-0.7026824355125427,-0.7065792083740234,-0.702692449092865,-0.7026824355125427,-0.7026824355125427,-0.7026824355125427,-0.7289859652519226,-0.7026824355125427,-0.7028624415397644,-0.7026824355125427,-0.7026824355125427
nci_obs_000040,-0.49681514501571655,-0.4886076748371124,-0.48866769671440125,-0.48867765069007874,-0.4886076748371124,-0.4886076748371124,-0.4886076748371124,-0.4886076748371124,-0.4886076748371124,-0.4886076748371124,-0.4887676537036896,-0.4886076748371124,-0.4886076748371124,-0.4886076748371124,-0.4886076748371124,-0.49571144580841064,-0.4886076748371124,-0.4886076748371124,-0.4886076748371124,-0.4886076748371124
nci_obs_000041,-2.838557243347168,-2.838557243347168,-2.838557243347168,-2.250732898712158,-2.250732898712158,-2.250732898712158,-2.250732898712158,-2.250732898712158,-2.250732898712158,-2.250732898712158,-2.250732898712158,-2.250732898712158,-2.250732898712158,-2.250732898712158,-2.250732898712158,-2.250732898712158,-2.250732898712158,-2.250732898712158,-2.250732898712158,-2.250732898712158
nci_obs_000042,-1.6608541011810303,-1.6608541011810303,-1.6608541011810303,-1.5612070560455322,-1.5612070560455322,-1.5612070560455322,-1.5612070560455322,-1.5612070560455322,-1.5612070560455322,-1.5612070560455322,-1.5612070560455322,-1.5612070560455322,-1.5612070560455322,-1.5612070560455322,-1.5612070560455322,-1.5614269971847534,-1.5612070560455322,-1.5612070560455322,-1.5612070560455322,-1.5612070560455322
nci_obs_000043,-1.1759982109069824,-1.1699901819229126,-1.1700401306152344,-1.1699901819229126,-1.1699901819229126,-1.1699901819229126,-1.1699901819229126,-1.1699901819229126,-1.1699901819229126,-1.1699901819229126,-1.170030117034912,-1.1699901819229126,-1.1699901819229126,-1.1699901819229126,-1.1699901819229126,-1.175927758216858,-1.1699901819229126,-1.1699901819229126,-1.1699901819229126,-1.1699901819229126
nci_obs_000044,-0.8898360133171082,-0.6589270830154419,-0.6689168810844421,-0.73385089635849,-0.6578765511512756,-0.6581966280937195,-0.6578765511512756,-0.6578765511512756,-0.6578765511512756,-0.6578765511512756,-0.6608610153198242,-0.6579465270042419,-0.6578765511512756,-0.6578765511512756,-0.6578765511512756,-0.7039728760719299,-0.6578765511512756,-0.6601691842079163,-0.6579765677452087,-0.6578765511512756
nci_obs_000045,-1.437427043914795,-1.4373669624328613,-1.4373769760131836,-1.1874709129333496,-1.1874709129333496,-1.1874709129333496,-1.1874709129333496,-1.1874709129333496,-1.1874709129333496,-1.1874709129333496,-1.1874709129333496,-1.1874709129333496,-1.1874709129333496,-1.1874709129333496,-1.1874709129333496,-1.1875908374786377,-1.1874709129333496,-1.1874709129333496,-1.1874709129333496,-1.1874709129333496
nci_obs_000046,-1.190545678138733,-1.1105951070785522,-1.2704523801803589,-1.108661413192749,-1.1074209213256836,-1.1077710390090942,-1.1074209213256836,-1.1074209213256836,-1.1074209213256836,-1.1074209213256836,-1.1211475133895874,-1.1085413694381714,-1.1074910163879395,-1.1074209213256836,-1.1074209213256836,-1.1909815073013306,-1.1074209213256836,-1.1397156715393066,-1.1125375032424927,-1.1074209213256836
nci_obs_000047,-2.174581527709961,-2.1745715141296387,-2.1745715141296387,-1.8069523572921753,-1.8069523572921753,-1.8069523572921753,-1.8069523572921753,-1.8069523572921753,-1.8069523572921753,-1.8069523572921753,-1.8069523572921753,-1.8069523572921753,-1.8069523572921753,-1.8069523572921753,-1.8069523572921753,-1.8070024251937866,-1.8069523572921753,-1.8069523572921753,-1.8069523572921753,-1.8069523572921753
nci_obs_000048,-0.8612553477287292,-0.8666402101516724,-0.8666402101516724,-0.6996344923973083,-0.6996344923973083,-0.7044460773468018,-0.6996344923973083,-0.6996344923973083,-0.6996344923973083,-0.6996545195579529,-0.7049787640571594,-0.6996545195579529,-0.6996344923973083,-0.6996344923973083,-0.6996344923973083,-0.7055922150611877,-0.6996344923973083,-0.6996644735336304,-0.6996344923973083,-0.6996344923973083
nci_obs_000049,-1.3892618417739868,-1.3559222221374512,-1.3559322357177734,-1.3452118635177612,-1.3443114757537842,-1.3443114757537842,-1.3443114757537842,-1.3443114757537842,-1.3443114757537842,-1.3443114757537842,-1.3443315029144287,-1.3443114757537842,-1.3443114757537842,-1.3443114757537842,-1.3443114757537842,-1.3458226919174194,-1.3443114757537842,-1.3443114757537842,-1.3443114757537842,-1.3443114757537842
nci_obs_000050,-0.5910292863845825,-0.5880749225616455,-0.5882349014282227,-0.5735992193222046,-0.5735992193222046,-0.5735992193222046,-0.5735992193222046,-0.5735992193222046,-0.5735992193222046,-0.5735992193222046,-0.5736392140388489,-0.5735992193222046,-0.5735992193222046,-0.5735992193222046,-0.5735992193222046,-0.5749101042747498,-0.5735992193222046,-0.5735992193222046,-0.5735992193222046,-0.5735992193222046
nci_obs_000051,-1.4544631242752075,-1.4242347478866577,-1.4302126169204712,-1.4184739589691162,-1.4178037643432617,-1.4178037643432617,-1.4178037643432617,-1.4178037643432617,-1.4178037643432617,-1.4178037643432617,-1.4183839559555054,-1.4178037643432617,-1.4178037643432617,-1.4178037643432617,-1.4178037643432617,-1.4271069765090942,-1.4178037643432617,-1.4184439182281494,-1.417813777923584,-1.4178037643432617
nci_obs_000052,-1.392673134803772,-1.3371491432189941,-1.3376493453979492,-1.3376692533493042,-1.3370091915130615,-1.3370091915130615,-1.3370091915130615,-1.3370091915130615,-1.3370091915130615,-1.3370091915130615,-1.337279200553894,-1.3370091915130615,-1.3370091915130615,-1.3370091915130615,-1.3370091915130615,-1.351913332939148,-1.3370091915130615,-1.3372591733932495,-1.3370091915130615,-1.3370091915130615
nci_obs_000053,-2.751664638519287,-2.1949870586395264,-2.199296474456787,-2.2340917587280273,-2.1949870586395264,-2.1949870586395264,-2.1949870586395264,-2.1949870586395264,-2.1949870586395264,-2.1949870586395264,-2.1959075927734375,-2.1949970722198486,-2.1949870586395264,-2.1949870586395264,-2.1949870586395264,-2.2839057445526123,-2.1949870586395264,-2.1983225345611572,-2.195096969604492,-2.1949870586395264
nci_obs_000054,-4.2740912437438965,-4.266542434692383,-4.266542434692383,-4.210615158081055,-4.210615158081055,-4.210615158081055,-4.210615158081055,-4.210615158081055,-4.210615158081055,-4.210615158081055,-4.210615158081055,-4.210615158081055,-4.210615158081055,-4.210615158081055,-4.210615158081055,-4.210965156555176,-4.210615158081055,-4.210615158081055,-4.210615158081055,-4.210615158081055
nci_obs_000055,-1.2448471784591675,-1.1877386569976807,-1.1878386735916138,-1.189820647239685,-1.1877386569976807,-1.1877386569976807,-1.1877386569976807,-1.1877386569976807,-1.1877386569976807,-1.1877386569976807,-1.1877986192703247,-1.1877386569976807,-1.1877386569976807,-1.1877386569976807,-1.1877386569976807,-1.1933672428131104,-1.1877386569976807,-1.187748670578003,-1.1877386569976807,-1.1877386569976807
nci_obs_000056,0.9120442867279053,2.2458460330963135,2.2001419067382813,1.2344025373458862,2.1021764278411865,2.245795965194702,2.2459659576416016,2.2459659576416016,2.2459659576416016,2.2459659576416016,2.2350971698760986,2.245605945587158,2.2459559440612793,2.2459659576416016,2.2459659576416016,1.9010502099990845,2.2459659576416016,2.2139487266540527,2.2430014610290527,2.2459659576416016
nci_obs_000057,-1.0965241193771362,-0.7821143269538879,-0.7879645824432373,-0.8020473718643188,-0.7818343043327332,-0.7817642688751221,-0.781694233417511,-0.781694233417511,-0.781694233417511,-0.781694233417511,-0.7824544906616211,-0.7817342877388,-0.781694233417511,-0.781694233417511,-0.781694233417511,-0.806373119354248,-0.781694233417511,-0.7822443246841431,-0.7818242907524109,-0.781694233417511
nci_obs_000058,-1.8374091386795044,-1.1090083122253418,-1.1812663078308105,-1.209454894065857,-1.1084282398223877,-1.108268141746521,-1.108208179473877,-1.108208179473877,-1.108208179473877,-1.108208179473877,-1.1147595643997192,-1.1084182262420654,-1.108208179473877,-1.108208179473877,-1.108208179473877,-1.2367122173309326,-1.108208179473877,-1.1304435729980469,-1.1104806661605835,-1.108208179473877
nci_obs_000059,-2.389561414718628,-2.389561414718628,-2.389561414718628,-1.9697511196136475,-1.9697511196136475,-1.9697511196136475,-1.9697511196136475,-1.9697511196136475,-1.9697511196136475,-1.9697511196136475,-1.9697511196136475,-1.9697511196136475,-1.9697511196136475,-1.9697511196136475,-1.9697511196136475,-1.9697611331939697,-1.9697511196136475,-1.9697511196136475,-1.9697511196136475,-1.9697511196136475
nci_obs_000060,-2.251798152923584,-2.242525339126587,-2.242525339126587,-2.242525339126587,-2.242525339126587,-2.242525339126587,-2.242525339126587,-2.242525339126587,-2.242525339126587,-2.242525339126587,-2.242525339126587,-2.242525339126587,-2.242525339126587,-2.242525339126587,-2.242525339126587,-2.24371600151062,-2.242525339126587,-2.242525339126587,-2.242525339126587,-2.242525339126587
nci_obs_000061,-1.5282071828842163,-0.9499767422676086,-0.952008843421936,-1.1987329721450806,-0.9499967694282532,-0.9499767422676086,-0.9499767422676086,-0.9499767422676086,-0.9499767422676086,-0.9499767422676086,-0.9505369067192078,-0.9499767422676086,-0.9499767422676086,-0.9499767422676086,-0.9499767422676086,-1.0017859935760498,-0.9499767422676086,-0.9503668546676636,-0.9499767422676086,-0.9499767422676086
nci_obs_000062,-1.2427603006362915,-0.6921077370643616,-0.7166016697883606,-0.798557698726654,-0.6921377182006836,-0.6921177506446838,-0.6921077370643616,-0.6921077370643616,-0.6921077370643616,-0.6921077370643616,-0.6937090754508972,-0.6921177506446838,-0.6921077370643616,-0.6921077370643616,-0.6921077370643616,-0.7660126686096191,-0.6921077370643616,-0.6956037878990173,-0.6921877264976501,-0.6921077370643616
nci_obs_000063,-1.054140567779541,-1.0181673765182495,-1.0187275409698486,-1.0184674263000488,-1.0181573629379272,-1.0181673765182495,-1.0181573629379272,-1.0181573629379272,-1.0181573629379272,-1.0181573629379272,-1.018507480621338,-1.0181573629379272,-1.0181573629379272,-1.0181573629379272,-1.0181573629379272,-1.0243008136749268,-1.0181573629379272,-1.0181673765182495,-1.0181573629379272,-1.0181573629379272
nci_obs_000064,-0.7559719681739807,-0.622369110584259,-0.7122970819473267,-0.6252045035362244,-0.6218689680099487,-0.6227493286132813,-0.6218689680099487,-0.6218689680099487,-0.6218689680099487,-0.6218689680099487,-0.6368709206581116,-0.6220089793205261,-0.6218689680099487,-0.6218689680099487,-0.6218689680099487,-0.780220091342926,-0.6218689680099487,-0.6249837875366211,-0.621908962726593,-0.6218689680099487
