endpoint_id,score_focal_hla__endpoint_local_epitope_second_hla_hybrid_v1,score_focal_hla__logmeanexp,score_focal_hla__logsumexp,score_focal_hla__max,score_focal_hla__mean,score_focal_hla__median,score_focal_hla__top_frac_mean_frac0p01,score_focal_hla__top_frac_mean_frac0p02,score_focal_hla__top_frac_mean_frac0p05,score_focal_hla__top_k_logsumexp_k10,score_focal_hla__top_k_logsumexp_k2,score_focal_hla__top_k_mean_k2,score_focal_hla__top_k_mean_k3,score_full_hla__endpoint_local_epitope_second_hla_hybrid_v1,score_full_hla__logmeanexp,score_full_hla__logsumexp,score_full_hla__max,score_full_hla__mean,score_full_hla__median,score_full_hla__top_frac_mean_frac0p01,score_full_hla__top_frac_mean_frac0p02,score_full_hla__top_frac_mean_frac0p05,score_full_hla__top_k_logsumexp_k10,score_full_hla__top_k_logsumexp_k2,score_full_hla__top_k_mean_k2,score_full_hla__top_k_mean_k3,score_full_q_mono_pn__endpoint_local_epitope_second_hla_hybrid_v1,score_full_q_mono_pn__logmeanexp,score_full_q_mono_pn__logsumexp,score_full_q_mono_pn__max,score_full_q_mono_pn__mean,score_full_q_mono_pn__median,score_full_q_mono_pn__top_frac_mean_frac0p01,score_full_q_mono_pn__top_frac_mean_frac0p02,score_full_q_mono_pn__top_frac_mean_frac0p05,score_full_q_mono_pn__top_k_logsumexp_k10,score_full_q_mono_pn__top_k_logsumexp_k2,score_full_q_mono_pn__top_k_mean_k2,score_full_q_mono_pn__top_k_mean_k3,score_mono_q_full_pn__endpoint_local_epitope_second_hla_hybrid_v1,score_mono_q_full_pn__logmeanexp,score_mono_q_full_pn__logsumexp,score_mono_q_full_pn__max,score_mono_q_full_pn__mean,score_mono_q_full_pn__median,score_mono_q_full_pn__top_frac_mean_frac0p01,score_mono_q_full_pn__top_frac_mean_frac0p02,score_mono_q_full_pn__top_frac_mean_frac0p05,score_mono_q_full_pn__top_k_logsumexp_k10,score_mono_q_full_pn__top_k_logsumexp_k2,score_mono_q_full_pn__top_k_mean_k2,score_mono_q_full_pn__top_k_mean_k3,score_old_monoallelic__endpoint_local_epitope_second_hla_hybrid_v1,score_old_monoallelic__logmeanexp,score_old_monoallelic__logsumexp,score_old_monoallelic__max,score_old_monoallelic__mean,score_old_monoallelic__median,score_old_monoallelic__top_frac_mean_frac0p01,score_old_monoallelic__top_frac_mean_frac0p02,score_old_monoallelic__top_frac_mean_frac0p05,score_old_monoallelic__top_k_logsumexp_k10,score_old_monoallelic__top_k_logsumexp_k2,score_old_monoallelic__top_k_mean_k2,score_old_monoallelic__top_k_mean_k3
pdac.16b3a359acc4b22f8ac570af8c3a5a3e81433f48ad36edf8a2d815ae14220757,-1.1015991606791165,-4.9250245,-0.6483584,-1.2217075,-9.730419,-8.732081,-1.2217075,-1.4238763,-3.5154064,-0.6728514,-0.7104307,-1.4238763,-2.8084438,-1.0548212537920723,-4.5338526,-0.25718623,-1.1749526,-6.6821766,-6.927,-1.1749526,-1.3694372,-2.1013994,-0.334579,-0.6574959,-1.3694372,-1.6152163,-0.9708057425913909,-4.6162596,-0.3395933,-1.0908622,-8.140384,-7.2955723,-1.0908622,-1.2298565,-2.4207203,-0.39100736,-0.5270805,-1.2298565,-1.8469046,-0.36193724662811905,-3.3258562,0.95081,-0.48193818,-4.751133,-5.166531,-0.48193818,-0.6136024,-0.83849263,0.7969956,0.08818761,-0.6136024,-0.68883026,-0.3055069696954182,-3.8126962,0.46396998,-0.42550737,-6.7603164,-6.1848936,-0.42550737,-0.5225592,-1.5053363,0.38136986,0.17529011,-0.5225592,-1.1101279
pdac.16fadfdf13061705e17cb1fb1d8e2e1576e0471d8214c843256e1eacb22aa3e7,-0.49121573037662736,-4.6781735,0.15810822,-0.6112174,-8.41098,-8.331205,-0.7219583,-1.3991203,-3.2900116,0.08970019,-0.022691844,-0.7219583,-1.3991203,-0.4927821985096862,-4.554762,0.28151995,-0.6127841,-7.2293625,-7.0272303,-0.7225965,-1.4001676,-2.711763,0.16846795,-0.023432013,-0.7225965,-1.4001676,-0.49619234367036025,-4.5986547,0.23762706,-0.61619425,-7.5570717,-7.238208,-0.72466433,-1.4025935,-2.7633264,0.14890748,-0.025645798,-0.72466433,-1.4025935,-0.1291877697901952,-3.7970324,1.0392495,-0.24918793,-6.01046,-5.2564335,-0.31200945,-0.51295507,-1.5931376,0.86378896,0.38310972,-0.31200945,-0.51295507,-0.11612023042974179,-3.996706,0.83957565,-0.23612036,-6.744052,-6.3505564,-0.30570772,-0.7431991,-1.9296994,0.7023913,0.38985872,-0.30570772,-0.7431991
pdac.179c3f1125e6ba3067c76ec44c01077987962c1f0b6f0133051e91de89f49e54,-2.2253175585648357,-6.973608,-1.4441788,-2.7552922,-9.540081,-8.958857,-3.3659782,-4.31453,-5.297441,-1.8468946,-2.1309745,-2.8266666,-3.3659782,-1.9226645836747327,-6.0916886,-0.56225973,-2.1572378,-7.073584,-6.9983735,-2.7152,-3.2613003,-4.2642126,-1.1301147,-1.6443338,-2.3573766,-2.7152,-1.6042448339012267,-6.03165,-0.50222105,-1.7363185,-8.040601,-7.4726977,-2.365491,-3.423636,-4.3334765,-0.87818533,-1.1418048,-1.840354,-2.365491,-0.8358056561613253,-4.3430314,1.1863977,-0.9558612,-5.1687107,-5.160265,-1.2472737,-1.5547336,-2.2874184,0.5007302,-0.45567408,-1.1719995,-1.2472737,-0.6796020013473514,-4.790566,0.73886317,-0.7996158,-6.6294775,-6.2324076,-1.4584157,-2.2000523,-2.8267767,0.22024506,-0.17937788,-0.87539345,-1.4584157
pdac.1877b0dee8892e81420c2e70e1550de39bf7e7d193b2659b6ef6720582dc9358,-5.0254977198336475,-8.540403,-4.263737,-5.409476,-12.128993,-11.205906,-5.409476,-5.608944,-6.2284155,-4.383321,-4.896034,-5.608944,-5.934683,-3.5399207665040544,-6.994039,-2.717373,-3.6918855,-8.792205,-8.048142,-3.6918855,-3.9199305,-5.1811996,-3.004559,-3.2010033,-3.9199305,-4.7385974,-3.6069241935020897,-7.158556,-2.88189,-3.830464,-10.348233,-9.491364,-3.830464,-4.0017376,-5.0700197,-3.0210006,-3.293994,-4.0017376,-4.614626,-1.6857005034337629,-5.1681566,-0.8914906,-1.8065773,-6.886655,-6.2715807,-1.8065773,-2.1005847,-3.456069,-1.1978467,-1.364826,-2.1005847,-2.9674873,-1.8191656768113451,-5.6844845,-1.4078183,-1.9431982,-9.205866,-8.66673,-1.9431982,-2.7380075,-3.7281132,-1.5269593,-1.7575461,-2.7380075,-3.2874303
pdac.18f154bb8e180df9f3fc17ae67f2f9a724414d2dbe4ad1494929bfc852ea2f35,-2.711516933933133,-7.5009894,-1.9715605,-3.3928719,-11.204921,-10.401562,-3.4651797,-4.307469,-5.7018476,-2.137071,-2.7009652,-3.394113,-3.4651797,-1.9994993043894858,-6.284528,-0.755099,-2.2952368,-8.298944,-8.123291,-2.5564306,-2.8757968,-4.5493517,-0.97925943,-1.7325546,-2.4355075,-2.5564306,-1.7997285348003014,-6.0315533,-0.5021241,-1.9695957,-9.455371,-8.747454,-2.0882843,-2.6119905,-4.28932,-0.6484756,-1.308369,-2.0020425,-2.0882843,-0.8671432215441112,-4.6257157,0.9037132,-0.9872123,-6.397768,-6.197708,-1.0727874,-1.3220646,-2.5685322,0.60557216,-0.34406352,-1.0385268,-1.0727874,-0.24539318787312203,-4.6656265,0.8638027,-0.36539343,-8.260013,-8.070966,-0.89699364,-1.3118029,-2.5849903,0.7115219,0.065752946,-0.674394,-0.89699364
pdac.1b2d057748c599042dde851bc1745b117a462d66f81a402feffb7064c7bd60e4,-1.2086729359825554,-6.438939,-0.90951014,-1.3287904,-10.735501,-10.178284,-2.71076,-4.0097837,-5.275354,-1.0204356,-1.1572074,-2.1666253,-2.71076,-1.208551925359243,-5.9940133,-0.46458417,-1.3288004,-7.353877,-7.315314,-2.3658354,-3.3855128,-4.41213,-0.8217265,-1.1152958,-2.046523,-2.3658354,-1.2084842270140665,-6.091445,-0.5620159,-1.3287904,-9.087906,-8.272295,-2.2668276,-3.3597877,-4.4296966,-0.77308244,-1.050918,-1.8980113,-2.2668276,-0.39813719180304763,-4.427908,1.1015208,-0.5181388,-5.446033,-5.45551,-0.9871382,-1.5903561,-2.404411,0.58708364,0.009327679,-0.7003243,-0.9871382,-0.3981271459776208,-4.7297883,0.7996408,-0.5181288,-7.7998385,-7.5102186,-0.9021726,-1.603897,-2.7092037,0.58961505,0.101848476,-0.59418845,-0.9021726
pdac.24aa0f27dfd195b62cb9bd876a0ee6262827a6c15627cc0d0f1d50eeafa6b720,-1.1237702662433353,-5.7091417,-0.17971282,-1.2439082,-9.284595,-8.960871,-1.7627909,-2.6571295,-4.034289,-0.3089275,-0.6312834,-1.3279586,-1.7627909,-0.9851583570285153,-5.3179727,0.21145615,-1.1052356,-7.0689955,-6.907894,-1.5789335,-2.220718,-3.3570433,-0.03601249,-0.47410542,-1.1693035,-1.5789335,-0.9298537185499282,-5.3690176,0.16041136,-1.0498965,-7.8796177,-7.466942,-1.5594639,-2.3100817,-3.3979053,-0.02938544,-0.41872156,-1.1139166,-1.5594639,-0.1540410457005722,-3.9164639,1.612965,-0.27404132,-5.1506867,-5.126093,-0.4363452,-0.95644116,-1.7777939,1.1219074,0.4062068,-0.28702468,-0.4363452,-0.09861193609061294,-4.231341,1.2980882,-0.21861206,-6.375443,-6.116277,-0.5841347,-1.1595222,-2.0756993,0.998235,0.45952928,-0.23373221,-0.5841347
pdac.24b8a24aeb6d98af506b0b12920242812f5e79e30cef5d068a2e661522a95a82,-0.26502215640818705,-5.5630383,-0.0336093,-0.38502222,-10.182285,-9.7173605,-1.9300085,-2.9610465,-4.3832374,-0.1055129,-0.24926792,-1.349154,-1.9300085,-0.26537408517386724,-5.16499,0.36443916,-0.38537428,-7.151177,-7.008603,-1.4577383,-2.3320458,-3.3147428,0.17950529,-0.08953341,-0.91855884,-1.4577383,-0.28639982979489403,-5.233229,0.29619962,-0.40640008,-8.647204,-7.9890175,-1.3440812,-2.284296,-3.4344475,0.1815346,-0.103502706,-0.9259464,-1.3440812,0.008784382867471463,-3.9396882,1.5897409,-0.111215696,-5.22747,-5.235387,-0.49386138,-0.91971225,-1.6310743,1.2063313,0.4251404,-0.28262615,-0.49386138,0.00255736668422904,-4.335914,1.1935148,-0.117442705,-7.273401,-6.668706,-0.56901926,-1.1765792,-2.0639315,0.96690893,0.3700103,-0.34991974,-0.56901926
pdac.252fdced64e6d5e8a785fec6915a1f7f4e351d2ed5a577b461e61293c9b860d4,-3.615869002174456,-7.663164,-2.6933506,-4.2906513,-10.531532,-9.864462,-4.7618904,-5.055295,-5.9045014,-3.3859756,-3.9615915,-4.7618904,-5.055295,-3.4385699716413187,-7.000901,-2.0310879,-4.2906513,-7.532331,-7.4183087,-4.73969,-4.9251432,-5.6657553,-3.2427948,-3.948941,-4.73969,-4.9251432,-3.41895830449933,-7.295626,-2.3258128,-4.2906513,-8.986677,-8.219744,-4.73969,-4.9946384,-5.61045,-3.2274294,-3.948941,-4.73969,-4.9946384,-2.2078651529922606,-5.1879663,-0.21815309,-2.934656,-5.626528,-5.219179,-3.2530947,-3.4356315,-3.8672514,-1.5552166,-2.51008,-3.2530947,-3.4356315,-2.257470198837957,-5.889471,-0.91965777,-2.934656,-7.6330404,-7.0193806,-3.2852218,-3.4570496,-4.1697984,-1.7892652,-2.5318453,-3.2852218,-3.4570496
pdac.25fe299b43a8fa1e9497003ed61b13fd6b904ac756a00dcaf6057b080e9be611,-0.9742176822221519,-5.5054727,0.023956433,-1.0943097,-7.941861,-7.645359,-2.0254447,-2.5586255,-3.247391,-0.2922642,-0.8518412,-1.74091,-2.0254447,-1.121894612337754,-5.2202597,0.3091695,-1.2423325,-6.5181413,-6.68087,-1.9438642,-2.3872025,-2.9639196,-0.20086083,-0.9238775,-1.7327448,-1.9438642,-1.7800731799869127,-5.387395,0.14203419,-2.009133,-7.0579996,-6.914069,-2.0970738,-2.3947792,-3.030423,-0.34154332,-1.378699,-2.073945,-2.0970738,-0.3457373881477089,-3.5431626,1.9862664,-0.46573958,-4.610995,-5.063258,-0.6148263,-0.83678406,-1.2707586,1.2785449,0.19969814,-0.4938439,-0.6148263,-0.34673655948076426,-3.7576804,1.7717485,-0.46673864,-5.397917,-5.207617,-0.73905927,-0.919508,-1.3908155,1.1839283,0.0460762,-0.6669884,-0.73905927
pdac.264e8c1796c30faf450dc04c448542ca27b0cc5994c170153ac8efaa0dd4a1b3,-1.891915942543402,-6.4299808,-0.9005519,-2.0944831,-9.492801,-9.12319,-2.5040715,-3.1641722,-4.6498804,-1.0408655,-1.5378299,-2.2417874,-2.5040715,-1.6837773396366735,-5.7813153,-0.25188622,-1.8292735,-7.621506,-7.4189014,-2.0552866,-2.5405366,-3.7537186,-0.5109136,-1.2847065,-1.9908509,-2.0552866,-1.7606746380559635,-5.7700577,-0.24062888,-1.9362295,-8.0215025,-7.612469,-2.1126645,-2.4560866,-3.6636708,-0.46735,-1.3554907,-2.0557652,-2.1126645,-0.2917108071581461,-3.991775,1.5376539,-0.4117117,-5.724063,-5.457997,-0.475361,-0.776716,-1.7885493,1.2311112,0.24128821,-0.4526987,-0.475361,-0.2918906971360863,-4.029254,1.5001752,-0.41189167,-6.6352835,-6.2823915,-0.48667496,-0.7098414,-1.8330741,1.2801797,0.23861256,-0.45548448,-0.48667496
pdac.27218b74e0934e6bd6389ac32eddc7ab85327bec201a814848adff3ab20f9d2e,-3.2015638416697327,-7.707123,-2.177694,-5.551342,-9.53001,-8.611862,-5.6170316,-5.7757945,-6.089082,-3.6291668,-4.8620214,-5.555176,-5.6170316,-2.1650640459831867,-6.504716,-0.9752871,-2.477463,-7.0487065,-6.9508867,-3.8790731,-4.458761,-4.9720817,-1.9375931,-2.3566213,-3.5035853,-3.8790731,-2.5537212712003954,-6.9017925,-1.3723638,-3.4823294,-8.084216,-7.16949,-4.3148484,-4.7807455,-5.329849,-2.5342815,-3.1919441,-4.026251,-4.3148484,-0.5110676878287292,-4.622688,0.906741,-0.6310696,-5.1442823,-5.17029,-1.7803874,-2.3185925,-2.9477725,0.04330943,-0.43869168,-1.4063511,-1.7803874,-1.8224724403017563,-5.5042267,0.025202079,-2.0305586,-6.630329,-5.9656987,-3.039055,-3.4213233,-3.8631177,-1.1223173,-1.8148941,-2.7426894,-3.039055
pdac.27594feac8648de107f3b0293e666c14cb397843a878c10e4c146b7e13b6744a,-0.2626569290874256,-4.6962986,0.8331304,-0.38265753,-8.836024,-9.135788,-0.6076404,-1.4336303,-3.0445733,0.76463825,0.2943465,-0.3989331,-0.6076404,-0.26274762202089424,-4.578663,0.95076615,-0.38274828,-6.9242845,-6.967924,-0.58758813,-1.3071464,-2.7656658,0.8333118,0.2945364,-0.39873862,-0.58758813,-0.30399906708573826,-4.647934,0.8814952,-0.42399997,-7.707502,-7.6258855,-0.6228535,-1.3310518,-2.839381,0.7948806,0.23133464,-0.46255562,-0.6228535,0.007650520224385032,-3.5390205,1.9904085,-0.112349615,-4.975082,-5.196,-0.16676751,-0.4187783,-1.1595907,1.6070693,0.5709119,-0.12228462,-0.16676751,-0.017352157453023404,-3.7236552,1.8057739,-0.13735232,-6.129757,-5.4480906,-0.17394699,-0.42450917,-1.2870754,1.5648755,0.54926085,-0.14390779,-0.17394699
