endpoint_id,score_focal_hla__endpoint_local_epitope_second_hla_hybrid_v1,score_focal_hla__logmeanexp,score_focal_hla__logsumexp,score_focal_hla__max,score_focal_hla__mean,score_focal_hla__median,score_focal_hla__top_frac_mean_frac0p01,score_focal_hla__top_frac_mean_frac0p02,score_focal_hla__top_frac_mean_frac0p05,score_focal_hla__top_k_logsumexp_k10,score_focal_hla__top_k_logsumexp_k2,score_focal_hla__top_k_mean_k2,score_focal_hla__top_k_mean_k3,score_full_hla__endpoint_local_epitope_second_hla_hybrid_v1,score_full_hla__logmeanexp,score_full_hla__logsumexp,score_full_hla__max,score_full_hla__mean,score_full_hla__median,score_full_hla__top_frac_mean_frac0p01,score_full_hla__top_frac_mean_frac0p02,score_full_hla__top_frac_mean_frac0p05,score_full_hla__top_k_logsumexp_k10,score_full_hla__top_k_logsumexp_k2,score_full_hla__top_k_mean_k2,score_full_hla__top_k_mean_k3,score_full_q_mono_pn__endpoint_local_epitope_second_hla_hybrid_v1,score_full_q_mono_pn__logmeanexp,score_full_q_mono_pn__logsumexp,score_full_q_mono_pn__max,score_full_q_mono_pn__mean,score_full_q_mono_pn__median,score_full_q_mono_pn__top_frac_mean_frac0p01,score_full_q_mono_pn__top_frac_mean_frac0p02,score_full_q_mono_pn__top_frac_mean_frac0p05,score_full_q_mono_pn__top_k_logsumexp_k10,score_full_q_mono_pn__top_k_logsumexp_k2,score_full_q_mono_pn__top_k_mean_k2,score_full_q_mono_pn__top_k_mean_k3,score_mono_q_full_pn__endpoint_local_epitope_second_hla_hybrid_v1,score_mono_q_full_pn__logmeanexp,score_mono_q_full_pn__logsumexp,score_mono_q_full_pn__max,score_mono_q_full_pn__mean,score_mono_q_full_pn__median,score_mono_q_full_pn__top_frac_mean_frac0p01,score_mono_q_full_pn__top_frac_mean_frac0p02,score_mono_q_full_pn__top_frac_mean_frac0p05,score_mono_q_full_pn__top_k_logsumexp_k10,score_mono_q_full_pn__top_k_logsumexp_k2,score_mono_q_full_pn__top_k_mean_k2,score_mono_q_full_pn__top_k_mean_k3,score_old_monoallelic__endpoint_local_epitope_second_hla_hybrid_v1,score_old_monoallelic__logmeanexp,score_old_monoallelic__logsumexp,score_old_monoallelic__max,score_old_monoallelic__mean,score_old_monoallelic__median,score_old_monoallelic__top_frac_mean_frac0p01,score_old_monoallelic__top_frac_mean_frac0p02,score_old_monoallelic__top_frac_mean_frac0p05,score_old_monoallelic__top_k_logsumexp_k10,score_old_monoallelic__top_k_logsumexp_k2,score_old_monoallelic__top_k_mean_k2,score_old_monoallelic__top_k_mean_k3
covid_nonspike.025b3a678a03eace6662ba54d95415ee1a87eaa908a4add322a4d7a863d36990,-1.0108826770629524,-5.039104,-0.33862364,-1.1309583,-8.945592,-7.932186,-1.7638954,-2.0280826,-2.603311,-0.41728503,-0.88254267,-1.7638954,-2.0280826,-0.9774780809144098,-4.425257,0.27522337,-1.0976074,-6.4923816,-6.687769,-1.240845,-1.3862078,-1.9509257,0.14699844,-0.5374741,-1.240845,-1.3862078,-0.943838133351021,-4.460185,0.24029523,-1.0639443,-7.635708,-6.7462635,-1.2084346,-1.4140549,-1.9545946,0.14868906,-0.5048848,-1.2084346,-1.4140549,-0.20019196833399733,-3.0849109,1.6155695,-0.32019243,-4.756673,-5.159399,-0.33059573,-0.3790662,-0.6545291,1.4250854,0.36260557,-0.33059573,-0.3790662,-0.18177132995399214,-3.3024092,1.3980714,-0.30177173,-5.8997426,-5.27884,-0.38514787,-0.46472412,-0.804466,1.2489678,0.31147107,-0.38514787,-0.46472412
covid_nonspike.0269986bb17fb381038dd105a1fb2ac7aa91f7d49994230a79e98d983fea96e4,-4.5692580308916515,-8.768484,-3.8856819,-6.264448,-11.347387,-11.540185,-6.289548,-6.416029,-6.663852,-4.4235864,-5.5960855,-6.289548,-6.416029,-3.7308515171703536,-7.1895504,-2.3067484,-4.9182396,-7.6889944,-7.6441298,-5.2434077,-5.404879,-5.827294,-3.5589952,-4.4982996,-5.2434077,-5.404879,-4.0339186280401345,-8.024954,-3.1421514,-5.848726,-9.636542,-9.853338,-6.00177,-6.139996,-6.331685,-4.084614,-5.296957,-6.00177,-6.139996,-2.444792602833055,-5.4267945,-0.5439927,-3.548197,-5.7822485,-5.444043,-3.7739167,-3.9126983,-4.2541404,-2.0000641,-3.0555084,-3.7739167,-3.9126983,-2.50490116305952,-6.325301,-1.4424989,-4.1095595,-7.7280197,-7.6368685,-4.2524815,-4.3922977,-4.5877557,-2.3373175,-3.5491555,-4.2524815,-4.3922977
covid_nonspike.027c436b766029738fd81b41f6860f2d216fd3ca6488fac79c63e826eecb7352,-4.850808541886945,-8.70079,-3.8179884,-7.064869,-10.245638,-10.39152,-7.0848284,-7.0956926,-7.161107,-4.899909,-6.391482,-7.0848284,-7.0956926,-4.279939608436617,-7.2902327,-2.4074306,-6.522721,-7.447111,-7.2474756,-6.545574,-6.5740995,-6.628063,-4.34496,-5.8521657,-6.545574,-6.5740995,-4.2720812361909815,-7.80326,-2.920458,-6.4146566,-8.687021,-8.478566,-6.5015354,-6.5724454,-6.6905537,-4.4324965,-5.804619,-6.5015354,-6.5724454,-2.7154837352883625,-5.464833,-0.5820308,-4.8215194,-5.5408053,-5.4071074,-4.8423557,-4.8594685,-4.957505,-2.7090218,-4.1489916,-4.8423557,-4.8594685,-2.6773796592403207,-5.9833946,-1.1005927,-4.9703813,-6.78069,-6.561823,-4.9835377,-4.9924207,-5.0370555,-2.7637405,-4.290304,-4.9835377,-4.9924207
covid_nonspike.028a43fed2898ff061a9216d62f4068bc185c189051afe449ce2c304abf81166,-1.9635762521902085,-5.963331,-1.4859946,-2.12737,-9.008744,-8.541537,-2.12737,-2.9068012,-4.1000414,-1.6784083,-1.9364396,-2.9068012,-3.4486246,-1.4148105637480142,-5.0426006,-0.5652637,-1.5356122,-6.7358193,-6.7187104,-1.5356122,-1.8296719,-2.844866,-0.7484621,-1.0938982,-1.8296719,-2.1553953,-1.9436323647329217,-5.60149,-1.1241534,-2.1177135,-7.8316154,-7.359046,-2.1177135,-2.618898,-3.3878427,-1.371279,-1.8050883,-2.618898,-2.9714606,-0.14972683402967668,-3.7560143,0.72132266,-0.26972687,-5.2501307,-5.1831074,-0.26972687,-0.65463674,-1.5468502,0.4929971,0.110828236,-0.65463674,-1.0314574,-0.9134708019032979,-4.4091296,0.06820733,-1.0334989,-6.3458867,-5.8376074,-1.0334989,-1.443848,-2.2738369,-0.21057576,-0.6687695,-1.443848,-1.812974
covid_nonspike.0291b00c1475c61555385d9103b4a24e3e504cb604946d8dc10b0e51d5c6cc5d,-2.352392406368962,-6.3708024,-1.8934654,-2.622783,-8.662615,-7.5252914,-2.622783,-3.9215484,-4.941281,-2.3057475,-2.5509672,-3.9215484,-4.3680325,-2.348716154456455,-6.105444,-1.6281068,-2.621988,-6.6941032,-6.652314,-2.621988,-3.9210105,-4.909219,-2.2892733,-2.550208,-3.9210105,-4.3676543,-2.3290231927058294,-6.238147,-1.7608097,-2.6162517,-7.7273397,-6.763937,-2.6162517,-3.9221988,-4.8207254,-2.256031,-2.5454247,-3.9221988,-4.371465,-1.5331574244199766,-4.855445,-0.37810788,-1.656371,-5.204296,-5.211567,-1.656371,-2.8914087,-3.828555,-1.2606251,-1.5751796,-2.8914087,-3.3173132,-1.5271884556101312,-5.1013494,-0.6240123,-1.6506246,-6.2364016,-5.321331,-1.6506246,-2.844402,-3.6786032,-1.2288042,-1.5627475,-2.844402,-3.2710094
covid_nonspike.02a1b94ff07bbc786fcf708abd0ae397cf0c6695b05f1d9dc9c9a909f4b85a49,-0.670474337880011,-5.193466,-0.31066427,-0.79047734,-10.765148,-10.912665,-1.1503758,-1.9428529,-4.4269905,-0.33453277,-0.39381686,-1.1503758,-1.9428529,-0.6709973969934724,-5.0639486,-0.18114667,-0.7910005,-7.3958426,-7.3354053,-1.1509142,-1.9424932,-3.566107,-0.28587568,-0.3943499,-1.1509142,-1.9424932,-0.6922538140542022,-5.165939,-0.28313676,-0.8122576,-9.077624,-9.015223,-1.1722128,-1.9370835,-3.957089,-0.33563027,-0.41563424,-1.1722128,-1.9370835,-0.13452202168239824,-4.024562,0.8582402,-0.25452211,-5.4671197,-5.2590294,-0.4408924,-0.94329447,-1.9109595,0.60219824,0.26952213,-0.4408924,-0.94329447,-0.12835204871359307,-4.305964,0.5768379,-0.24835214,-7.147437,-6.9736004,-0.43469727,-1.0107102,-2.5153923,0.46237865,0.2757126,-0.43469727,-1.0107102
covid_nonspike.02a5ab06ada5c1ddc1aee698d64ddba384d50820bc177a89c38315f27c27c423,-1.5443018920761844,-5.286626,-0.40382376,-1.6756876,-10.015565,-10.444254,-1.7275674,-1.9664617,-2.7861311,-0.47945574,-1.0330751,-1.7275674,-1.9664617,-1.059522461125158,-4.5784764,0.3043256,-1.1798179,-7.5530996,-7.2248836,-1.2312126,-1.4553989,-2.1879299,0.11243041,-0.5367453,-1.2312126,-1.4553989,-0.9839559517005557,-4.4014707,0.48133138,-1.1041566,-8.432766,-8.461882,-1.1553845,-1.3775681,-1.8426962,0.3473864,-0.46092585,-1.1553845,-1.3775681,-0.3551831019469816,-3.092342,1.7904601,-0.47518516,-5.6457825,-5.2826424,-0.48970672,-0.6239026,-0.83735085,1.4011595,0.20354588,-0.48970672,-0.6239026,-0.18496321588420045,-2.9267719,1.9560301,-0.30496386,-6.5254087,-6.3983984,-0.3521589,-0.37521896,-0.51613057,1.6684587,0.34210157,-0.3521589,-0.37521896
covid_nonspike.02aef9cf1e715b52c6ed156b5360e98ebd72d2c06d6289ab619f653c3a93c910,-0.9502534764233671,-4.0535216,0.4238153,-1.0704209,-8.968157,-9.138837,-1.0704209,-1.3560715,-1.6321464,0.3433113,-0.6226692,-1.3560715,-1.5069959,-0.7241777880503801,-3.6256115,0.8517253,-0.84421134,-5.9138436,-6.4106956,-0.84421134,-0.86145675,-1.2085023,0.7256552,-0.1681609,-0.86145675,-0.9266143,-0.6167933391474806,-3.684886,0.79245096,-0.7368066,-7.831664,-7.9540596,-0.7368066,-0.92081034,-1.2392807,0.71126,-0.21082917,-0.92081034,-0.9851745,-0.2505527356883549,-2.780001,1.697336,-0.37055382,-4.378832,-4.8309984,-0.37055382,-0.3795299,-0.56179833,1.4471112,0.31365758,-0.3795299,-0.43342185,-0.1010828845524574,-2.8930798,1.584257,-0.2210832,-6.2966266,-6.022061,-0.2210832,-0.4223948,-0.5925207,1.4471287,0.29088017,-0.4223948,-0.49198207
covid_nonspike.02bab67482fc6f01cc90bf0cd00e11e96bb75778d20c9a35febd5331e0c871c9,-4.91846645446543,-9.228849,-4.346047,-5.9835873,-13.112447,-12.728059,-6.097932,-6.3016186,-7.1205387,-4.7821436,-5.3982615,-6.097932,-6.3016186,-4.491962625872306,-8.205077,-3.3222754,-5.353663,-8.755628,-8.578649,-5.7584934,-6.069941,-6.8094153,-4.414732,-4.9855475,-5.7584934,-6.069941,-3.4603811913416127,-7.7799435,-2.8971415,-4.284867,-11.248968,-11.148905,-4.6503344,-4.793824,-5.6820683,-3.3126283,-3.8918395,-4.6503344,-4.793824,-2.944193322735517,-6.4697485,-1.5869467,-3.7489693,-6.8484855,-6.65323,-4.282815,-4.517318,-5.2448387,-2.848803,-3.453467,-4.282815,-4.517318,-2.173772297616023,-6.221698,-1.3388956,-2.6801734,-9.341829,-9.656221,-3.0272326,-3.2412014,-4.1268563,-1.7344271,-2.275032,-3.0272326,-3.2412014
covid_nonspike.02bd788af5de475fd108b054c5a50eb3ece0c576bf6f47041abe0cc215637e06,-6.105066823787471,-9.846521,-4.9637194,-7.448522,-12.474632,-12.087907,-7.692671,-7.7896457,-7.9777937,-5.7163677,-6.970011,-7.692671,-7.7896457,-4.785048062086324,-8.1127205,-3.2299182,-5.531717,-9.340627,-8.943026,-5.921035,-6.1343985,-6.5336933,-4.275976,-5.1539435,-5.921035,-6.1343985,-4.818399165560082,-8.448006,-3.5652032,-6.2529354,-10.652028,-10.289858,-6.432087,-6.5510464,-6.740424,-4.4819045,-5.722977,-6.432087,-6.5510464,-3.0285879742525137,-6.2536364,-1.3708345,-3.754109,-7.4345145,-7.047929,-3.9577637,-4.228284,-4.7174196,-2.4373171,-3.2440207,-3.9577637,-4.228284,-2.870375349000642,-6.594046,-1.7112441,-4.3391566,-8.745916,-8.28454,-4.426193,-4.5731754,-4.881572,-2.6309469,-3.729263,-4.426193,-4.5731754
covid_nonspike.02cf394619e0154f1a8262b1fb54b3a67b45bf8fd8fb41cc794756a0f0b249e0,-5.4584260510115525,-9.449251,-4.5664496,-6.975796,-11.906008,-11.742301,-7.1494246,-7.2174606,-7.365759,-5.1651745,-6.441279,-7.1494246,-7.2174606,-5.039396456328401,-8.116906,-3.234104,-6.3246922,-8.753738,-8.462278,-6.4494476,-6.6188912,-6.866842,-4.5960345,-5.748539,-6.4494476,-6.6188912,-4.363355254054921,-8.271241,-3.3884394,-6.0723987,-10.116963,-9.756035,-6.118812,-6.2639427,-6.507636,-4.266446,-5.424588,-6.118812,-6.2639427,-3.3830348057277355,-6.2898397,-1.4070379,-4.507407,-6.847633,-6.6820297,-4.54801,-4.5839143,-5.085287,-2.8331816,-3.8540385,-4.54801,-4.5839143,-2.9001533290775954,-6.5596595,-1.6768575,-4.336288,-8.2108555,-8.307058,-4.422535,-4.541021,-4.9562907,-2.6950867,-3.7256732,-4.422535,-4.541021
covid_nonspike.02f05c09c0b959930736a4a76af4dc3d51ebdfa02f095decdbebc4a0d1abb0ed,-1.3457012475609598,-5.584425,-0.8839445,-1.4660344,-7.4358377,-6.72624,-2.2041917,-3.0184376,-4.1952972,-1.1396759,-1.2602582,-2.2041917,-3.0184376,-1.3455242790318431,-5.3496075,-0.64912724,-1.4659699,-6.418448,-6.565731,-2.2022796,-2.8294764,-3.5640247,-0.97984123,-1.2595055,-2.2022796,-2.8294764,-1.4027799352944603,-5.4736814,-0.77320087,-1.5233676,-6.744515,-6.6613045,-2.3187273,-2.9640753,-3.732355,-1.0933409,-1.3379018,-2.3187273,-2.9640753,-0.456275208562696,-3.8603244,0.84015596,-0.5762766,-4.6941433,-5.0545936,-1.1020918,-1.3586359,-1.7228712,0.42899612,-0.27664047,-1.1020918,-1.3586359,-0.4440207494712515,-3.9949358,0.7055447,-0.56402177,-4.9870667,-5.133332,-1.0779554,-1.4032325,-1.8588605,0.31562635,-0.25817868,-1.0779554,-1.4032325
